index,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
618,Avondale,AZ,Phoenix,Maricopa,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,164900,164900,162950,167900,173200,172200,170650,170000,169000,169500,169950,169894,169900,169900,177650,179900,179900,185000,188000,184900,189900,193700,199000,195000,195000,198500,195900,197950,199900,199900,199900,201747,204949.5,207000,204900,209000,205000,205000,209900,210000,212900,213703.5,211000,214800,214900,215780
619,Temple,TX,Killeen,Bell,620,129950,125500,126000,125750,119500,119272,118000,119900,121950,122250,121900,123000,125000,124500,128975,124900,126290,125000,122700,123625,120000,119900,114900,114900,118447.5,119947.5,124500,124901,123447.5,123972.5,119972,123997.5,127900,127952.5,132000,132200,139924.5,137995,137972,138997.5,139900,140000,140100,140990,142000,142000,142992.5,147100,141921.5,143340,142377,147395,148940,147690,149900,150000,150500,153992.5,154678,152000,152900,154500,152950,150995,149997.5,153085.5,154900,156200,159900,159900,159000,156900,154245,149945,149900,149949,154970,157000,159000,160990,161660,160995,160795,159816,161215,163000,165000,167250,167000,164900,157900,158950,157000
620,Kokomo,IN,Kokomo,Howard,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74950,74900,74900,74500,70500,69900,74900,74900,77900,77500,79900,83900,79900,79900,79900,79900,79900,77749.5,74900,82900,79900,75900,77900,79500,82900,89900,89000,82900,74900,75900,74900,74900,74400,79900,84900,84900,84900,84500,79900,83900,79900,79900,82000,84000,85400,95000,93450,84850,84900,75900
621,San Rafael,CA,San Francisco,Marin,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000,700000,699000,735000,769000,759000,749000,769000,799000,799000,799000,827000,809000,703100,688500,749000,822450,849900,874500,884500,875000,899000,899000,895000,850000,849000,975000,976900,939000,961950,954500,949000,899000,899450,912000,877000,899000,859862,849000,849000,929000,1001500,945000,996500,1012000,974000,1097000
622,Milpitas,CA,San Jose,Santa Clara,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000,599000,599450,612500,639915,638444,649974.5,648749.5,638000,624999.5,639900,630000,650000,644444,648800,714400,727500,749999.5,759800,749999.5,766944,750000,734694.5,748999,743939,750000,759444,750000,784944,799000,799000,799000,836500,848000,799950,802499.5,854000,824500,849500,849888,849939,839500,849000,829000,849000,879000,865990
623,Portland,ME,Portland,Cumberland,624,246250,239400,234900,229900,239900,244900,239000,239900,244900,239900,239000,237200,239000,239000,234949.5,229900,229000,229900,229900,229000,224900,225000,224400,229000,225000,225000,225000,229900,237000,235000,234000,228450,229000,224000,229900,228000,237000,239900,236900,234950,239900,245000,234900,234900,239700,249900,279900,279900,282450,287000,294900,299000,289900,294450,290000,279950,287500,299500,299000,297717.5,299900,300000,310000,324999.5,300000,299900,300000,300000,299900,305000,324900,325000,324950,339000,325000,325000,359250,365000,369900,339000,329900,349900,359250,370000,370000,379450,350000,359950,364900,379000,372500,379450,364800
624,Jonesboro,AR,Jonesboro,Craighead,625,151450,152400,149900,148800,149500,149000,145400,145800,149900,145000,141200,139900,135750,135500,138600,139900,139900,139900,139900,147250,142900,144900,142700,139999,139900,137900,134900,144900,145000,145250,147500,152900,154900,157400,158900,159900,155450,158900,154900,155900,157250,159950,159900,157800,159800,159900,158350,157900,159900,164900,164900,166750,165000,168450,163500,165000,164900,164500,159950,157800,155000,159250,154900,159900,159900,164900,163500,159900,168950,174900,173700,179850,180000,185000,179200,164900,189900,189900,181000,175300,169900,172900,169900,169900,174900,179900,184900,187500,182000,173000,168964,169900,169999
625,Union City,NJ,New York,Hudson,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255000,249000,245000,244000,255000,265000,260000,267950,269000,259000,270000,268000,259000,266450,264950,269000,277000,266500,260000,261500,274950,279000,280000,295000,298000,299000,318000,305000,305000,329500,319900,317450,298250,305000,328000,338500,350000,350000,375000,374950,342020,360995,337000,344842,350000,357995,382499.5
626,Union City,CA,San Francisco,Alameda,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437250,475500,479976,499900,500000,525000,534000,589000,591500,596444,579950,580000,569950,577000,599974.5,606750,635444,623950,658944,665000,665000,672815,688000,658888,649888,649975,650000,669000,719888,739000,723444,725000,736500,738000,725000,722444,725000,725000,748000,649950,662475,728000,699900,749000,799997,798944,800781
627,Kenner,LA,New Orleans,Jefferson,628,179500,169900,171499.5,169900,168000,164500,164200,164900,169950,162500,164000,159900,159900,149900,158750,158000,157900,154900,154900,152250,159000,153000,148900,141000,139900,137200,139000,136400,135000,139900,139950,140000,142000,142950,153500,148900,148900,146500,149700,150000,149000,149950,150000,159900,159900,154500,158000,159900,158000,151000,158900,148800,152500,149950,156000,159000,150000,159000,158500,155200,154900,158750,159900,159000,149450,154500,145000,143250,142000,143250,139500,144900,143500,157000,152200,159000,155000,159000,163000,159000,149000,149700,150000,150000,154900,159000,161000,179000,179000,187000,184900,185000,197900
628,Dubuque,IA,Dubuque,Dubuque,629,144900,139700,139500,139500,136500,138450,143900,142950,139900,137000,139250,136400,137500,137950,137900,136500,142900,139900,142900,139900,131000,129500,126500,126500,139900,139900,144000,139900,145000,144400,141900,139900,139500,138750,140000,139500,139000,139700,139700,143750,139900,141400,144200,142000,138700,139000,136900,137825,129400,139900,139900,149900,159000,149900,146950,146450,148500,149900,150950,149900,148400,149900,152900,159900,162900,159900,156250,155000,159900,159900,152000,155000,157250,159950,169900,168900,165000,165000,164400,159900,155000,155250,149950,150000,154950,164450,165000,174700,170000,174900,169900,169000,165950
629,Palatine,IL,Chicago,Cook,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,218950,225000,225000,241000,255000,279900,285000,269900,269900,274900,269450,260000,245000,239949.5,249900,269900,274900,275000,289900,289900,289900,279999.5,285000,270000,260000,264000,260000,269000,279000,279900,287500,289000,285000,279900,274950,271250,271250,267900,269900,275000,279900,294700,299000,299000,292500,289900
630,Tomball,TX,Houston,Harris,631,166453,168000,159900,160000,162681,169900,164900,167495,177990,178565,182500,179990,179537.5,179000,176990,175000,174900,177708,177708,177995,179900,178900,175000,174990,174900,177052,177990,179900,180245,185000,185900,184990,186000,189500,198995,204647,205000,213990,226990,235000,234825,229900,229900,230000,241490,253990,250000,249900,255490,258990,265543.5,273990,270000,271490,279945,288734,306824,314900,315995,329995,334950,329945,335000,329990,315495,299999.5,310950,326995,324950,340000,336493,358086,354840.5,325000,319950,324445,316765,315794,325000,327990,334950,329990,336990,343057,349900,349000,340000,329900,320990,322990,315000,322395,318990
631,The Woodlands,TX,Houston,Montgomery,632,319500,324999.5,319950,319950,315000,309450,299900,294500,299900,307000,310000,318307.5,324999,319900,315000,319000,319186.5,315000,309900,310000,299000,300000,310990,329900,339000,329450,339950,348000,345000,346439.5,334384,329900,329607.5,339250,345000,366206.5,364995,365745,369990,408000,419900,415000,399000,389700,424945,434450,413075,429900,428500,499350.5,450000,469588,475000,475000,455000,466712.5,475000,475000,479500,489900,499900,498000,520000,548000,530344,498576,485000,485750,495000,480000,479900,469800,479945,445995,455000,469000,459999.5,449000,449000,449500,440000,440000,425000,425000,419900,429999,440000,428250,429900,434900,425865,425000,429900
632,Lafayette,IN,Lafayette-West Lafayette,Tippecanoe,633,98900,99000,100000,104900,104500,104900,103250,108900,110000,109900,109500,104000,99000,99900,99955,102500,104000,105000,105000,103500,99900,99900,99000,94500,94500,99000,99900,99900,99900,99900,99900,99900,99000,99000,105000,104900,99900,104475,105000,107000,114000,110000,109900,112000,109900,108500,108900,106900,106700,110000,114900,118000,125950,125000,119900,115500,115000,112900,113400,112900,112900,119000,119900,120000,124900,124900,121900,119900,117500,115000,115000,115000,112000,115000,125000,129900,129900,125000,124900,125000,125000,123950,123900,124900,125000,129700,129900,133450,139900,139900,139000,134900,139700
633,North Little Rock,AR,Little Rock,Pulaski,634,85500,94900,87000,84900,77900,89949.5,89999,88700,98950,95000,95000,93500,84900,87500,94900,101000,105200,114900,112900,114900,108629.5,108259,99900,99900,109900,111280,110000,99000,96900,95000,93000,101775,99500,99000,112900,114900,119370,119900,124000,124650,125000,124800,123950,124900,125950,125000,127500,127500,124900,125900,129900,124900,126900,129000,120900,119000,117250,120950,116700,116179,112500,112250,115000,121000,119950,123900,125000,123950,121600,123400,119900,119900,119900,104250,103000,109900,119850,122000,119900,114900,114900,104450,104900,108625,105619.5,110000,114400,114900,118500,123700,124900,124900,124900
634,Waterloo,IA,Waterloo,Black Hawk,635,,,,,,,,,,,,,,,,97500,99825,105000,104900,107500,104500,104500,99900,96900,94900,94000,103250,101760,100000,99900,99250,95450,98000,95000,104000,102500,102900,108000,97900,103500,102000,108737.5,105000,99974.5,102250,99375,102000,99900,99000,99000,104800,109500,105000,109900,109900,109900,105000,109000,106000,109700,109900,109999,109000,108950,109900,112950,113500,114900,115000,117725,116700,115900,116000,119000,117900,119000,115700,117200,119250,119700,116000,114900,114900,111900,109900,109900,113950,119700,114900,114325,118750,114900,109900
635,Port Charlotte,FL,Punta Gorda,Charlotte,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,134500,131950,132900,130000,137900,138900,135000,139500,138200,134900,139900,145720,145000,152900,155000,159900,159900,160000,169000,168400,165900,175000,179500,183000,184900,185561.5,187900,185000,185000,184900,179900,179998,180000,187900,188945,189900,190000,198900,198500,189999,196900,197600,199900,205100,199888,199900
636,Vienna,VA,Washington,Fairfax,637,699888,679500,679000,679900,689900,677000,649935,639950,639000,636800,633400,628000,624950,650000,664000,699900,700000,699900,699945,699900,697000,660000,699000,699999.5,730000,749900,729950,724900,749000,749974.5,730000,730000,755000,799995,890000,899000,934495,875000,829000,799900,799900,849999,852500,849900,825000,854500,849500,839595,877000,899000,950000,919499.5,874894,850000,850000,845000,849000,849225,834450,839900,869000,859500,850000,848250,799900,810000,767000,825000,809475,799000,799000,799500,809000,869950,892500,849000,839900,839900,825000,837000,849949.5,839000,860000,877500,897000,894500,864950,867000,874999.5,888000,899900,888000,896650
637,East Orange,NJ,New York,Essex,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,135000,135000,139900,130000,139450,135000,137450,146000,150000,150000,149000,145000,139900,130000,139900,129000,134900,129500,135000,135000,139900,145000,129950,139000,135000,135000,134950,125000,129000,119000,110000,109900,115000,115000,125000,125000,130000,137210,137000,149900,140000,149500,146159,149000,139900,141000
638,Weston,FL,Miami-Fort Lauderdale,Broward,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,432500,439000,429900,433000,450000,435000,450000,444000,438194,420000,414500,415000,399000,399000,399999.5,402800,399999,397000,415000,419949.5,425000,428450,401450,439000,434750,437500,449900,449900,485000,468650,472900,499000,499700,510000,515000,499998.5,504999.5,499990,505000,500000,509000,508000,515000,510000,500000,519000
639,Chino Hills,CA,Riverside,San Bernardino,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559000,564950,539000,550000,569000,577450,585000,619900,605950,599000,589844,595000,599000,585250,599800,599800,599800,599000,599949.5,608888,599939,609000,615000,629800,620000,639800,622444,630000,638000,660000,650000,656000,659900,674900,684000,680000,665000,688000,688500,707500,729900,738888,699999,699000,715000,720695,728900
640,Bellingham,WA,Bellingham,Whatcom,641,275000,279000,274250,274500,278000,279000,279971,289900,289000,279000,269900,265000,259000,254950,262000,264900,269000,269900,265000,265000,265000,265000,255000,250000,249250,249000,259000,265000,271350,270000,270000,271000,275000,268450,269900,287975,279800,269950,285000,294950,299000,299950,321500,316500,310000,299750,299900,295500,291000,294950,299900,309900,305900,314000,312750,315000,319900,322000,319900,309900,305000,319000,324894,325000,325000,331250,339250,349000,359000,354950,365000,369500,369000,359925,350000,359450,360000,367000,365000,367250,367000,364950,369000,366000,359000,369000,369000,359950,379000,399000,405125,412500,399000
641,Salisbury,MD,Salisbury,Wicomico,642,179900,173900,175000,175000,174900,174050,169900,169900,174900,174950,170500,165000,165000,165000,169000,169900,169200,165000,159900,159900,164900,159900,159900,159000,150950,149900,154500,150000,154900,154900,153450,151425,149900,149900,152450,154900,149900,149900,147000,149950,152950,158500,159250,159900,154900,149900,149900,149900,139915,149900,149900,149900,154200,159900,164900,159950,159900,156700,149999.5,147000,149900,148000,149900,150899.5,150450,159900,159450,159000,159000,159400,159900,150000,149900,149900,149900,154900,155000,159900,159900,157290,155950,149900,145000,144900,139900,144900,146450,148950,148950,149900,149900,154900,150000
642,Winchester,VA,Winchester,Frederick,643,,,,,,,,,,,,,,,,199900,208500,199900,194250,199900,189250,187000,175000,179900,182000,174950,169900,179945,184950,181000,189900,189900,179000,179000,199900,199000,194500,199945,215000,229900,235000,238000,234825,234900,236900,243500,229900,239900,223400,225000,249900,256000,268700,249950,250000,249900,252500.5,249950,254950,249900,248240.5,242140.5,239900,254900,264900,264900,249900,259000,254900,259000,254300,259900,269000,264900,269880,275000,285000,289900,294900,287500,275450,279900,281450,269900,265500,250000,264900,277000,286000,289900,293400,289900,279900
643,Manhattan,KS,Manhattan,Riley,644,192400,182900,189450,189900,194550,192225,189900,184975,179700,179725,175900,174700,174950,173400,175000,178750,189900,188250,183150,199500,189900,187500,215000,199975,197900,209900,195950,201900,199900,198500,199000,199900,189900,199900,199925,199900,213400,216000,209950,217000,204500,198497.5,200000,205000,195000,194900,216000,212325,217000,216425,218950,219900,214925,210750,210000,210950,205000,199700,199900,195000,199700,204900,205000,214900,211000,214000,209450,210000,218500,217500,219500,215000,226950,226500,225000,217900,225000,220000,224925,224250,223750,224000,226250,229900,229500,235000,238950,235000,234950,229900,230000,229000,229500
644,Alameda,CA,San Francisco,Alameda,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897500,800000,799000,857880,818000,838477.5,820000,800440,822940,799000,849000,849000,801880,927900,889444,875000,895000,849499.5,849000,847000,850000
645,Eagan,MN,Minneapolis-St Paul,Dakota,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,265630,248950,249900,259350,259900,262650,266990,269900,267000,271445,270895,282500,294390,299950,309000,299900,299900,294200,299900,292500,292450,288250,284000,269945,269500,264900,274950,275000,275000,289900,289900,289900,279375,279900,284900,294900,309900,310000,324999,315000,319000,309900,319900,309900,302500,299900
646,Daytona Beach,FL,Daytona Beach,Volusia,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99900,99000,102000,104450,112900,118450,116450,114900,115000,119900,126000,120000,120000,128200,125900,125900,122500,129950,129900,139000,135000,139000,136900,139450,134900,149500,150000,152325.5,142900,140000,144500,145000,149250,149000,149200,149000,147000,139900,139900,137000,139900,139900,142307,144900,149450,149000,150000,159900
647,Pico Rivera,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339900,337000,323888,327500,350000,359000,359900,359950,357500,365000,362500,365000,357450,365000,365000,364196,369000,370000,379894,375000,375000,379000,380000,390000,390000,389945,392500,392500,410000,404950,419000,412450,429900,449000,449000,439000,449999,443100,439000,439894,439888,440000,439000,444500,449000,449900,450280.5
648,Denham Springs,LA,Baton Rouge,Livingston,649,179950,179900,173200,169900,169900,168900,165900,165000,164900,159900,159900,157450,156945,156945,157000,155900,154900,155150,156400,157950,156900,158900,157000,159900,159900,155000,156950,158900,159900,157900,159700,148000,146700,149900,150000,150000,153200,149000,148900,149700,148800,146100,148800,148850,149900,148850,147400,146400,146200,148500,149900,150000,153900,154900,155000,170000,174900,170950,169999.5,172000,171900,172000,173000,172000,174900,175000,174900,174900,176000,174900,176900,177900,179900,185875,190000,185000,182450,184900,185900,185000,184900,170000,174900,179900,179900,179900,185000,185000,190450,194000,190000,189250,189900
649,Bossier City,LA,Shreveport,Bossier,650,213450,216000,209475,211000,211000,209900,209000,209900,209475,209500,209900,209212.5,208950,218450,223950,229900,229900,224000,220450,222500,219900,210000,190000,194250,192500,195000,195000,199900,197000,205000,199900,194000,189000,189000,207500,209900,206300,208000,210250,211990,213750,209900,209900,211000,214950,215000,209900,210000,209450,215000,209000,199900,204900,204900,199900,198000,205000,210000,209000,199900,203500,207000,203000,209000,210000,211800,211000,209950,204000,199900,200700,210000,210000,206950,207700,215500,210000,205000,205000,195000,189900,189900,187250,185900,185900,189000,190000,195000,199900,195000,198750,199000,201312.5
650,Auburn,WA,Seattle,King,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259997.5,269995,264990,264950,269950,279950,266990,284900,285000,289850,289250,275000,269995,269999,274000,285000,299900,299974.5,299999,310000,311950,321950,306975,310000,314950,307950,310000,297500,310000,320000,324950,329950,325000,329000,327949.5,329900,335000,335000,329972.5,339950,345000,349972.5,349992.5,349997.5,352500,354900,359000
651,Gastonia,NC,Charlotte,Gaston,652,129900,129900,127000,128750,129900,128500,124900,124900,124900,122000,114900,105900,93950,84900,82450,84900,89900,97840,99000,100000,96000,89900,89900,89900,99900,97900,99900,99900,97900,96500,94700,88250,88250,89500,102900,103449.5,105000,109995,114950,115000,117500,119000,119900,123900,120950,123000,120250,123250,122500,119900,124949.5,129900,129900,138450,134700,130000,132250,129900,129900,129500,129700,135000,134900,134900,135000,139900,144900,146900,138360,139900,145900,144950,145000,139949.5,141495,147000,156910,154900,154800,151545,152810,159900,152415,164950,158950,161000,165000,171000,173500,179900,175000,175950,177450
652,Conway,SC,Myrtle Beach,Horry,653,,,,,,,,,,,,,,,,,,,,,,,,,139900,134900,132500,134450,132250,134000,131900,134900,135000,139000,136700,136517.5,139900,137057.5,139900,139400,139900,139900,142221,139900,139999,139999,141400,144990,147900,149250,149950,152900,154000,155900,156691,149900,155250,159900,159900,159900,159000,159710,159900,159949.5,169900,160900,157900,154900,154900,157900,159900,158500,158000,159900,159900,162900,164900,166500,169900,166250,168990,167900,169900,168500,168900,169999,170000,177500,176712.5,178900,178900,178990,177900
653,Corvallis,OR,Corvallis,Benton,654,279900,274900,275000,279000,283450,285000,274450,279000,285000,279900,279900,279900,282450,279990,279945,275000,275000,274900,269900,269900,269900,269000,249950,249000,244950,249000,255000,257500,266793,269900,269450,279000,275000,275000,273997.5,274997.5,290450,299000,290504.5,307000,299000,299000,299900,300000,307900,294900,289950,289900,276950,299000,299000,294000,287150,299250,313027.5,315000,315000,305837.5,310000,315000,312000,310500,324900,329500,330000,339000,329900,334900,345000,344900,351500,346200,345000,355945,350000,339700,339000,340000,339000,345000,350000,349350,347250,350000,359900,377400,381900,375000,389900,384950,389000,384999,389250
654,West Bloomfield,MI,Detroit,Oakland,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000,251000,269900,269900,289900,289900,289900,289900,285000,274900,274950,274947.5,279950,299000,297500,299900,315000,312500,299000,286250,275000,275000,275000,285000,297000,289000,305000,310000,314900,318500,302450,299949.5,296000,299000,295000,299000,309450,318944,321000,324950,349450,345000,330000,345000,349900,359900,359000,350000,344950,362450,379900,369275,359900,369900,350000
655,Brunswick,GA,Brunswick,Glynn,656,189900,179500,175000,169000,174022.5,169000,166900,165000,164900,157000,154500,150000,150000,147900,149900,149750,145000,149000,145000,148000,143950,144900,137000,125000,125000,129995,146000,130000,129900,137500,130000,124425,129000,129900,139900,146350,152350,152000,152700,159000,154900,155000,154900,153780,157750,155000,152700,155000,154950,149900,154500,154900,154900,154900,152600,157900,157450,157900,155000,154900,155000,159900,165450,169900,168000,176900,174700,179000,179990,179900,179900,176900,175000,177400,179900,188680,188800,188900,187500,183000,182000,182250,180000,180000,180000,178900,179900,184900,184900,194900,199000,194900,194900
656,Mount Vernon,NY,New York,Westchester,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169450,169000,159000,167000,163500,174999,195250,229500,249999.5,239000,232500,230000,220000,205000,200000,209000,225000,225000,225000,239000,239000,204950,229000,219900,215000,212000,199000,212500,205000,189900,200000,209700,215000,225000,247000,262000,279500,270450,255000,249000,271000,260000,244500,249000,249000,232500,224950
657,Venice,FL,North Port-Sarasota-Bradenton,Sarasota,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199900,205000,207995,209000,199900,199900,203410,203325,208000,199900,199900,199000,199000,199900,200000,209450,209900,209950,200800,223450,231990,231995,234600,229900,249000,250000,249900,249000,244900,248994,249900,249900,259900,259000,249900,264900,265000,259900,262995,259900,259900,264995,259000,259000,259000,263995,269000,269000,269900,277824,278990,274900,275000,288772,294000,298800,297495,299000
658,Bolingbrook,IL,Chicago,Will,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,158000,169000,175000,174900,173650,184900,199900,194950,199900,199900,199900,189900,184900,184900,184900,199900,196250,199900,203000,199900,200000,204900,199900,199000,199000,196990,199900,214900,214900,218000,214900,214900,209900,205000,209900,201000,204700,204700,199900,214900,216217,224950,225000,229900,230000,229000
659,Brandon,MS,Jackson,Rankin,660,184500,185000,184800,182450,181700,182900,180000,179900,179900,176900,178000,176450,174900,174500,172900,173250,174890,175000,174900,172500,169900,169900,169000,169000,169900,169900,169900,169900,169900,169900,169900,169900,169000,167850,170000,169900,169900,169900,169900,173750,174900,173825,172700,174900,173900,174900,174500,175950,175450,177250,175000,176000,176000,179900,182200,182600,183700,184900,183000,184950,188900,190450,194900,194900,194900,195700,197900,195900,198950,199500,204450,199000,201950,198500,199900,199900,209450,215000,213950,209000,209375,208000,205000,209900,209900,218200,220700,228500,231500,229000,224900,225000,229900
660,Cocoa,FL,Melbourne,Brevard,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000,94900,89900,94900,94000,99900,99900,101900,113950,119900,124900,122250,129250,115900,118900,125000,129850,125000,125000,127900,134950,139250,144000,145750,139999.5,132900,130000,142450,149900,150000,159900,159900,164500,164800,164850,163000,162900,159900,159900,161800,165000,167942,174990,179900,179999,179000,178000
661,Appleton,WI,Appleton,Outagamie,662,122000,124500,124900,119900,123450,120000,120000,124500,122900,122900,124900,119900,119000,118500,119900,119900,119945,115000,115975,115000,114900,114000,109999.5,109900,109949.5,109900,109900,114450,114900,116900,117921,119500,115000,119600,122900,119900,119900,124900,123550,124900,124910,126700,124900,124900,119999.5,121945,122000,119900,119500,122900,127900,129900,129000,129900,129900,128250,128450,128200,129888,129894,129900,129900,132000,132500,134900,135900,132900,129900,129900,129900,129900,129900,129900,129900,129900,134900,137700,139900,143700,141900,140000,140000,144900,143450,141000,139900,145000,149900,155000,154900,155000,154900,155000
662,Meridian,MS,Meridian,Lauderdale,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138750,135500,134000,134000,146450,160000,162450,162450,148000,143500,144200,144900,143500,144200,146950,136500,125000,124500,124900,127500
663,Lorain,OH,Cleveland,Lorain,664,,,,,,,,,,69900,60000,57950,59900,54250,54900,50000,54900,54900,54450,54000,49900,46950,49900,49900,56250,59999,62250,68200,64900,69000,68000,65000,59900,64900,68950,69900,62495,67900,69000,69900,71900,79900,76850,74900,75000,74900,77000,69900,69900,78900,73000,74950,69900,69900,69900,70749.5,74900,69900,67450,66950,69900,70000,78000,74900,72900,70000,69900,72000,74000,72900,71500,71500,75000,75000,75250,79995,76000,73950,74900,75950,74900,71900,69900,69900,69900,69900,74900,74900,76000,79900,75000,75000,73950
664,Midland,MI,Midland,Midland,665,122900,124900,124200,129900,129900,130000,128895,129900,129900,126000,115500,109950,108000,114900,119600,124900,128000,139000,139000,136000,134950,129900,119900,109900,107200,99500,112450,112900,119000,119000,112000,119700,110000,117900,125000,120000,120000,129949.5,124900,125000,129999,149950,150000,145000,144900,140000,139500,129900,132000,134900,135450,139900,140000,139900,140000,137900,137435,129900,127950,126838.5,125000,129900,130000,134900,138500,144900,147900,144900,144900,140950,135000,129900,129000,125000,129844.5,139900,139900,149900,144900,149500,139900,139000,139500,135000,139900,139900,145900,149999.5,150000,159900,160000,159900,149900
665,Maple Grove,MN,Minneapolis-St Paul,Hennepin,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284900,274700,259900,299900,314900,324900,326000,314900,314900,299900,299900,289999.5,289900,317995,296450,289900,304900,289900,289900,305000,289900,279900,279950,295950,309900,324868,324900,320000,299900,295000,280000,280000,278200,279900,289950,298700,319900,324900,324900,335495,315000,304900,314950,320000,325000,344900,335000
666,Baytown,TX,Houston,Harris,667,108000,109900,112000,109900,107900,105000,105000,104000,114900,109900,107400,107900,105000,109560,109900,109000,109900,109900,109000,109000,106102,105000,105000,107000,105000,105000,110000,106510,100625,104900,104500,108400,109900,106000,114700,114700,114900,119500,122500,125000,129900,129900,129997.5,128000,124900,125900,124950,120000,119000,119000,120250,140000,142000,140000,143614,144500,139900,142000,144900,149945,145000,149900,149700,159900,153750,149900,158000,159999.5,159949.5,159900,154900,168950,159900,153900,165000,169500,169500,171000,169250,169900,174950,169900,167307,159900,164700,168000,169950,169900,169900,174900,169900,168950,169900
667,West Hartford,CT,Hartford,Hartford,668,279900,307000,299900,299900,299900,299000,299900,299900,314900,311450,302900,299900,309000,307000,305000,304950,299900,310000,300000,295000,289000,289450,298900,289900,297000,299900,299900,299900,299900,299000,304900,299000,309900,299900,302475,299900,296950,299900,305000,319900,325500,325000,320000,299942.5,299900,310000,299000,297000,286942.5,299000,311450,319900,319900,315000,319850,311950,309000,314900,309450,302500,312400,319900,324654.5,328900,329000,325000,325000,319900,325000,325000,324900,325000,324999,324900,325000,329900,339900,338250,329400,329900,335000,329999,339900,324900,314900,324900,349900,348500,350000,349869,339900,322000,324900
668,Aiken,SC,Augusta,Aiken,669,224000,225000,219250,219000,219900,219950,219925,224910,219975,219900,219950,224900,219900,210000,218600,224900,226990,219900,204400,199900,199000,198000,194355,198000,186000,186250,184700,179500,179900,178000,174900,174900,169900,177000,199000,199000,193500,189900,189900,195000,196000,189900,188950,189500,189900,189900,186900,189900,189900,189700,189500,187400,188000,189900,179997.5,185000,179900,180000,178078.5,179900,180000,179900,182991.5,184900,185900,188450,180300,189000,189000,194550,200450,217900,219000,214900,206900,216525,219000,219900,218000,216262.5,209000,199900,195000,196900,195500,197152,197750,199900,199900,200000,200000,199950,199900
