index,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
55,Saint Louis,MO,St. Louis,Saint Louis City,56,119250,119900,124900,124900,119925,119900,119900,118250,125000,120000,117900,113900,105000,109900,119000,120000,120000,119900,109000,104900,100000,99900,89000,79000,83900,80000,85900,89900,94000,95000,90000,89900,94900,94000,109900,105000,108250,110000,117950,119900,124900,124250,124700,122500,124900,123200,117500,114900,109900,114500,120000,124900,124900,124900,124949.5,120000,120000,120000,119000,114900,112000,120500,129000,129900,135000,134900,130000,129900,125000,125000,122500,115000,115000,119900,124900,132900,134900,134900,129900,129900,129895,125000,125000,124900,118694,124900,134900,139900,149900,150000,149000,144900,142709
56,Corpus Christi,TX,Corpus Christi,Nueces,57,159900,159900,159900,159900,159900,159900,154900,155000,158500,154900,155000,152900,149900,149999,150000,149900,149900,149900,156900,159900,159000,154900,150500,150500,149000,146500,145900,152650,149900,149900,139900,140000,144900,139900,153000,154450,150000,159500,159900,159900,164900,169000,165000,167350,169000,170235,170000,178900,174900,179900,179900,197000,194000,199900,199900,195000,189500,179900,184900,189500,194950,195000,209000,189994.5,197823,195000,199000,199000,199900,198250,196500,196270,199000,199000,209900,209900,209900,208450,209900,204900,204900,205000,204000,206000,204120,205000,204900,206450,205000,206000,206950,205000,202500
57,Cincinnati,OH,Cincinnati,Hamilton,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112950,110000,109650,110000,118700,129000,130000,130000,129500,125000,124500,119900,115000,109900,111350,119000,119900,124000,134900,135000,134900,130000,127900,128000,129900,124900,125000,124900,130000,139900,140000,148000,146000,140000,142000,139900,140000,137000,139000,142500,156500,167700,175000,180000,179900,177000,174900
58,Pittsburgh,PA,Pittsburgh,Allegheny,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,129900,135000,139900,149000,150000,150000,148500,139949.5,142900,139900,140000,139900,139900,140000,150000,159000,164500,164500,155700,150000,149800,151000,140825,139994.5,149900,155000,159900,170000,175000,178200,178750,169900,164900,160000,159900,159500,154950,159900,165000,179000,184900,184900,179900,179900,179693.5,178500,174500,169900,168000,169999,179900,189900,189900,199900,197000,180000,184900
59,Riverside,CA,Riverside,Riverside,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,299000,299900,300000,314900,325000,329000,334900,339000,345000,345000,339999,329900,329000,335000,349000,355000,353950,364000,371900,374900,374900,374944,370000,369000,367888,364900,360000,365000,370000,375000,383095,385000,385000,385000,387650,380000,385000,388000,385000,390000,399900,409900,405000,409500,409000,409850
60,Marietta,GA,Atlanta,Cobb,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,229900,235000,242900,249900,250000,249900,249900,250000,245000,239250,236856,249800,250000,255000,254700,260000,254900,250000,254900,249999,249900,240000,244900,249900,257250,269000,274900,275000,275000,278625,284937.5,282450,285000,279900,290000,299900,309900,324900,325000,325000,325000,315000,310607.5,312500,320000,319000,319800,320000,334450,339900,339900,335000,335000,335000,339000
61,Anchorage,AK,Anchorage,Anchorage,62,249500,250000,255000,255000,264900,266000,259900,259950,269000,260000,248000,239900,229900,238000,245000,257000,263350,260000,264900,265000,259000,254900,249900,250000,244900,239900,239000,242445,249900,243000,249700,249950,244000,244869.5,268000,266900,270000,279900,279900,284500,286000,280900,285000,285000,285000,287000,284900,288446,285000,291845,294950,299900,300000,299900,295000,299250,294200,288000,288000,289000,295000,299000,309000,312500,315000,313000,315000,314450,317000,312000,319000,314450,314900,319000,319500,324900,322500,325000,320000,315000,315000,314763.5,314838.5,309000,299950,299999.5,309000,315000,315000,310000,315000,309900,308900
62,Bakersfield,CA,Bakersfield,Kern,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229900,225400,229900,229000,249950,255000,257000,259000,250495,250000,248000,235000,239000,235900,239000,242250,246000,249900,256400,254900,254900,249999,250000,250000,252000,250000,249900,248950,249950,250000,249900,254900,249970,249900,248160,245000,243000,249900,244900,245000,254500,256000,259995,264900,269900,265000,265000
63,Saint Paul,MN,Minneapolis-St Paul,Ramsey,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154000,149900,148000,139945,150000,158900,164900,168950,174900,178450,179900,179250,175000,174900,169900,165000,169900,171000,179900,184900,184900,184500,179900,179900,177900,178450,170000,169900,174500,179900,184900,185000,189900,187900,184500,184700,179900,179900,175000,179900,189900,199900,209900,210000,215000,209000,200000,209500
64,Toledo,OH,Toledo,Lucas,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,67500,66900,69000,69900,73000,75000,74900,74550,70000,69900,69500,67900,68900,69900,72000,70000,74900,75000,78500,79900,79900,74900,72900,69900,69900,69900,72500,78500,79900,79900,79900,78500,79000,79900,79900,76000,74999,74900,79000,79900,79900,79900,79900,79638.5,75900
65,Silver Spring,MD,Washington,Montgomery,66,287500,289000,299000,313000,300000,299000,289900,280000,285000,289000,289500,282450,278750,269999,284900,294900,299945,299900,302500,310000,300000,299900,290000,289000,295000,299900,305400,319900,329000,324000,319000,321000,319900,319922,339000,333900,334950,335000,335000,350000,354900,350000,359000,364000,369000,367500,369700,369700,369000,359900,369000,375000,395000,384900,385000,389000,389000,380000,379000,375000,365000,365000,375000,379000,389000,390000,384575,379945,375000,375000,375000,365000,360000,359900,379000,399000,399000,399000,389414,399000,399000,399000,395000,382450,369000,374900,394700,412000,409000,399990,413250,399000,399000
66,Lexington,KY,Lexington,Fayette,67,171000,169900,169900,169900,175900,176330,175000,174900,174900,170000,169900,165900,163800,164900,168000,167950,169000,169900,169500,169900,170000,168800,165000,156900,154900,153000,159900,159900,159900,160000,159900,156000,151950,155000,164900,162500,159900,159900,168500,168900,167825,168700,169000,167819,168950,169000,169900,173500,170000,174900,179395,179900,179900,179900,179000,175175,174200,175000,171750,174900,179700,175000,185000,187625,189900,194900,192400,192500,191950,192000,194900,194000,186500,191000,194900,199900,205000,212500,214900,217325,219900,224900,227125,227999,230000,234900,247573.5,244900,249597,247850,249000,243000,244900
67,Newark,NJ,New York,Essex,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,150000,159450,160000,164900,169000,165000,169000,169000,169900,165000,159250,150000,159900,155000,169500,169900,169500,170000,174949.5,170000,169000,161500,159900,165000,159900,150000,149900,149000,160000,165000,159900,165000,160000,169000,163700,159900,156000,159900,169000,165000,167113,169000,169000,169000,169000,185000
68,Tallahassee,FL,Tallahassee,Leon,69,172750,169900,169900,169000,164900,164900,159990,162250,165000,161945,159900,159000,155000,159000,160000,160000,165000,167500,159000,159000,150000,149900,146950,145000,144900,140000,139900,139000,143900,145000,145000,145000,145000,145000,149900,149900,147900,145000,150000,155000,157250,160000,160000,159900,158000,155000,149900,149900,149900,153676,154995,160000,165000,169000,169000,167500,165000,160000,155000,150000,155000,159900,168800,169900,181500,169900,169900,165000,165000,159900,159900,159000,159900,162500,169000,174900,178962.5,179900,178500,175000,178290,179900,175000,170000,174900,179700,184900,189000,191552.5,198200,194900,194900,195000
69,Stockton,CA,Stockton,San Joaquin,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,179000,175500,189000,190000,195000,199950,205000,210900,210000,220000,219000,211950,189900,200000,219999,229500,228888,229975,235000,239950,241000,240000,240000,240000,239925,238750,237250,239999.5,247875,249999.5,255000,257000,258500,255000,254450,255500,254995,255000,255000,263900,265000,266600,269995,275000,274900,270000
70,Plano,TX,Dallas-Fort Worth,Collin,71,234900,234900,225000,229000,229000,229900,226800,228500,239900,233900,229900,228900,220000,219700,219900,225000,229500,229000,225995,224990,219900,218000,210000,206500,207000,214900,218850,219900,225000,237500,230000,239900,238220.5,234900,259900,259000,259000,268853,279000,279900,284900,279900,269900,275000,279999,285000,285000,297999.5,299000,298000,299994.5,309000,309900,305500,299900,310000,309000,311333,315000,319990,335000,349284,350000,339990,339000,329900,324900,319900,324900,324950,325000,321499.5,325000,325000,349900,355000,355000,359000,360000,359000,357629,365450,375000,379000,375000,374900,375000,375000,379000,375000,375000,374900,374800
71,Buffalo,NY,Buffalo,Erie,72,,,,,,,,,,,,,,,,,,,,,,,75000,69900,75900,74700,75900,74900,78100,79900,69950,74450,79900,69900,79900,79900,72900,77500,79900,74900,74172,71500,69900,67000,69900,65000,64900,62550,59900,56800,60561.5,69900,69000,69900,67000,65000,66900,59900,59344,55450,63000,63000,64900,63900,72000,72000,69000,67000,64900,59988,56552,55500,55400,54900,54995,62900,67500,62950,65000,69900,69900,67500,65000,64900,65000,64900,69900,70000,74900,84900,90000,85000,89900
72,Chandler,AZ,Phoenix,Maricopa,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269000,269900,275000,277500,285000,289900,290000,296900,295000,289000,295000,294950,275000,279000,289999,289999,299000,302990,304000,308000,300000,315000,315000,310000,310000,312278,315000,309900,300000,308000,305947.5,309900,311990,303900,304500,299900,299500,299900,299900,310000,314990,319900,320000,321990,324500,319900,319500
73,Louisville,KY,Louisville/Jefferson County,Jefferson,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,110000,108000,110000,112000,117500,119900,119900,119500,119000,117200,118900,118000,118497.5,119900,119900,119999.5,124900,125000,126150,127500,128250,129925,131950,129900,129500,127000,126000,126899,135000,138900,140000,139900,135000,135000,135900,135900,129900,128500,134900,144900,149900,155450,152000,155000,150000,150000
74,Henderson,NV,Las Vegas,Clark,75,170500,177950,169900,159900,155000,154000,152000,152900,155000,158900,138888,129900,119900,120000,125000,129900,132800,132000,135000,140000,140000,136500,132650,131900,133900,144900,146900,150000,169900,172900,165000,167050,170000,169900,185000,189900,192445,189900,190000,200000,200000,209000,200000,218899.5,225000,230000,239900,235000,227500,230000,240000,244900,250000,254900,250000,262000,264500,268888,265000,265000,265000,269700,269000,270970,279000,279900,279694,284950,285000,285000,289000,289000,289000,286950,290000,299900,299999,300000,309900,311999,310500,317999.5,319900,324900,324999.5,323999.5,323490,319999,324999,325000,335000,341791.5,345992.5
75,Modesto,CA,Modesto,Stanislaus,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,208500,209975,210000,224900,225000,229900,229900,229000,225000,219900,219900,219500,229950,239900,240000,249996,250000,255250,257700,258500,260500,257700,259900,259000,249950,255000,265000,265000,269950,269000,265000,269000,271375,269000,269900,269000,269000,272000,275000,279925,279700,283000,285000,289500
76,Mobile,AL,Mobile,Mobile,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148900,149179,149000,144900,139900,140900,135000,138750,139900,140080,143750,144000,142750,149900,149900,144900,154450,139900,139900,143250,146000,144900,146950,147975,144250,149000,154900,149000,145000,144999,146000,136900,139900,140160,144900,143081.5,139900,139995,140080,144795,145000,144975,142000,139900,145000,154900,159900,158178,157000,159900,159174
77,Jersey City,NJ,New York,Hudson,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289900,280000,279000,289900,298000,299900,300000,309000,317000,325000,329000,315000,300000,299000,299000,289900,296999.5,299000,315000,359000,350000,330000,339949,348770.5,338000,335000,349000,375000,369000,399000,399999,399000,400000,399000,399999,419000,405000,405000,439000,425000,430000,428944,435000,450000,475000,459500,489000
78,Lubbock,TX,Lubbock,Lubbock,79,130000,133300,134950,135900,135000,134925,134500,130950,131700,129925,129663.5,129000,129900,129500,129000,129500,129900,129900,129500,128950,125000,124000,120000,119900,120000,119900,120475,123000,119950,119900,119900,123975,119900,122000,124950,126000,124950,129950,139225,139900,144500,144900,149900,143350,144000,149970,144925,145000,125000,127500,135000,134700,138500,139000,135000,136749.5,129950,129900,130750,129900,129900,135000,139900,154975,155650,159000,165000,168000,165000,167950,168700,167500,166900,167500,185000,189250,187450,185000,189500,187215,185115,189900,183500,180995,182000,185000,194900,205000,210000,207225,208300,205000,201100
79,Glendale,AZ,Phoenix,Maricopa,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182000,180200,179900,185000,189000,184900,189000,189900,185000,187750,189900,189000,184000,174900,192200,199000,205000,209900,219000,219950,219000,224900,220000,219900,215000,219000,215000,217500,221450,225000,225000,229900,229900,229000,225000,219900,219695,219500,219949.5,224604,228750,234900,236900,234900,234900,235000,239900
80,Durham,NC,Durham,Durham,81,169900,174900,178950,178950,174900,171900,169900,169900,169900,159900,159900,159900,159000,159900,160000,162000,164585,167000,164000,159900,149900,147000,140000,136000,149994.5,157900,163990,164900,161200,159000,155600,155000,154900,155000,169900,173851.5,174900,177495,179900,180000,180000,180000,181700,176990,179900,184282.5,182900,181990,179000,182750,186640,184900,188000,185490,189900,189000,193950,198890,199000,197000,197250,199900,199000,205900,209900,214808,214900,215000,220000,224900,225000,228990,227227.5,220000,226950,234900,234250,239000,241615,245000,244500,243995,244950,253900,250000,250000,259900,257990,260000,264900,268945,265000,269250
81,Orlando,FL,Orlando,Orange,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189950,189900,190000,195900,189999,193000,189900,180000,198000,199900,199500,199900,194000,192100,194000,200000,203550,199900,199900,205000,205850,224900,224900,224900,228900,224999,225000,224340,230000,235000,235000,234970,239900,238997.5,239900,238990,234900,234900,243950,250000,257000,265945,269900,269900,269900,271945,275000
82,Norfolk,VA,Virginia Beach,Norfolk City,83,189900,189900,189400.5,191900,189900,186900,189000,184900,185000,180000,175000,173120,169900,169999.5,169900,169900,174000,174900,174600,169925,170000,170000,162500,159900,160000,166900,165000,164974.5,165000,165000,164975,165000,164900,166000,175000,175000,178900,179900,180000,185000,189900,189900,185000,181000,185000,184900,178950,179900,178500,180000,184875,189000,193000,194900,189900,189900,189282.5,185000,184900,184900,184900,189900,189000,194900,197000,199900,199000,197500,197000,194250,195000,192700,190000,195000,199900,199900,200000,199900,199900,199000,199900,199900,199500,199750,197900,199500,199900,205850,210000,208450,209999,205000,209900
83,Saint Petersburg,FL,Tampa,Pinellas,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137000,144450,139900,148500,149900,149900,149900,150000,159900,159900,159900,159900,157000,149900,155000,169900,168825,165000,166700,169000,169900,184900,185000,189900,193700,198000,199000,209500,217000,229500,225000,229000,229900,225000,235000,239000,239900,239900,249900,259000,256472.5,265000,259900,265000,260000,259000,262000
84,Pensacola,FL,Pensacola,Escambia,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127950,129900,127950,129000,130000,138000,144088,141977.5,144687.5,145000,144900,142250,139000,135000,136550,137500,134900,139000,138000,142100,139900,139900,146700,148000,146900,145000,144900,149500,154900,159900,159900,159737.5,159700,160000,159940,159900,160000,161450,165000,164825,169900,179900,180000,189000,184900,185000,189900
85,Fort Wayne,IN,Fort Wayne,Allen,86,93000,96500,98500,99900,98900,98900,93900,94753,98900,93800,89900,89900,89900,88750,94900,99900,99900,102500,100944.5,102900,99900,95000,94920.5,89900,83900,83700,89500,93900,95000,90000,89900,89900,89900,89900,99650,95000,94900,95000,99175,99900,103500,103500,99900,99000,99900,99900,97500,96250,94900,94900,99900,103900,104500,104900,102900,99900,101500,99900,98900,94900,94900,102500,102500,99900,104900,104900,101900,103900,102000,104900,104900,95000,97900,99900,109900,114900,119900,124900,124000,117900,115900,112900,110000,114900,112500,114900,130000,134900,144900,145000,149900,140900,144900
86,Greensboro,NC,,Guilford,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137700,135500,136700,137500,142000,146100,149900,149900,149000,148950,146500,145200,144900,139150,144995,152900,150000,159000,167000,165000,162000,159900,159999,159900,159900,159900,155790,149999.5,159900,167250,169945,169900,164900,163000,159000,164900,166990,164900,169900,168000,174900,187500,184900,184900,180400,182700,179900
87,Lincoln,NE,Lincoln,Lancaster,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,139900,139900,140000,139900,140000,140250,139900,147000,144977.5,142900,147000,152950,159000,155000,156650,156013,159900,159000,159000,159000,160000,169500,169900,182975,183800,179900,174500,173422,174000,174900,177450,175700,184900,194625,199900,195000,200000,194900,189900,186600,179900,185000,180000,179999,189900,195000,199975,226189.5,234900,226000,219900,217950,214450
