index,RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
724,"Astoria, OR",724,299000,295900,287000,278000,278000,279000,279950,289900,279950,285000,279000,269925,260000,265000,274900,265000,265000,259000,259799,266000,273500,269950,264950,259000,250500,249650,250000,259250,259000,269000,269900,274950,275000,279000,289000,279000,285000,285000,285000,279250,284500,285000,287500,279000,283750,285000,285000,289000,279900,289000,295000,299000,289000,289000,282500,282500,279000,279000,279000,272500,279000,282500,299000,297750,299000,299900,299000,299900,299900,299450,299900,305000,299500,315000,299900,302500,325000,335000,339000,339000,347000,349000,335000,329000,329000,329000,329450,334900,329500,335500,339000,330000,329950
725,"Peru, IN",725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82250,80500,84900,87200,84400,79900,84900,79900,80900,77500,75400,78900,76500,75950,77900,76500,75000,74900,69400,64900,64900,66150,69500,67500,69950,74950,70000,79700,79500,75400,75400,69900,69900,69900,65000,69900,73900,72000,79000,72900,77450,71899
726,"Coshocton, OH",726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107500,99900,103700,99975,93700,99900,110000,110000,113500,111900,105000,105000,98450,99900,99500,98950,95000,85750,87500,81499,89900,94950,95000,99500,99500,94000,95000,94950,99200,109000,115000,117000,114900,114900,99900,99450,95500,87916.5,87333,89900,93900,98900,114500,114500,119000,116750,109000
727,"Newton, IA",727,113200,111500,112500,114900,114950,117200,114900,118875,115000,119500,119650,109950,109900,107900,102400,103250,107200,109900,109900,114900,99900,99900,97900,95000,94900,94500,95000,99000,99900,99200,106000,100900,99900,99450,99999.5,99900,109900,108950,110000,110000,110000,109900,109000,107000,104950,104000,106000,109900,106250,99900,99900,105000,105000,104950,110000,110000,105000,107000,99990,99990,99990,102900,100000,109000,114400,114400,110000,109900,109250,104900,104900,99900,99900,104950,109450,109900,115000,117450,118700,118950,120550,121100,121800,114900,113525,114950,115000,119900,120000,119900,119900,122750,115000
728,"Chapmanville, WV",728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,124900,127000,112500,104000,105000,105000,99000,103000,105000,103000,119450,119900,119000,103125,100625,98250,95000,95000,95250,95000,97500,95000,95000,98500,98500,99000
729,"Bay City, TX",729,167000,173500,171200,169000,168500,169000,168500,168000,168000,164900,160000,159500,159000,159000,149700,144850,145000,149000,148425,144750,147000,151000,149900,153000,152000,167500,168500,168900,160000,168400,164000,166900,166900,166900,170000,175500,166900,166200,160000,170000,173000,170000,179900,175000,170000,175000,170000,175000,173000,169950,169000,173750,188500,185000,169950,169900,172030,176500,179000,182000,173700,174300,185000,194900,189000,187425,194000,194950,192000,195000,198750,195000,189000,179900,184950,185975,189000,199000,199000,199000,194900,197000,215000,215995,219000,206500,197000,197000,199000,196500,199900,201000,199000
730,"Fremont, NE",730,120000,120000,119000,119000,119000,116200,118750,118000,117250,110000,110000,110000,112750,115500,115500,115500,114750,114000,116000,114950,109950,110000,105000,93250,96900,95000,96500,98500,105000,110000,104950,98875,95000,96000,99998,99700,105000,107000,114975,110000,110000,113950,116950,120000,119900,119900,116000,119900,118500,109999,115450,122700,122250,119900,119900,119950,117750,114995,114500,114900,113900,115000,120000,120000,126900,125000,131200,129900,129000,127000,127700,125000,119500,119750,124200,129900,129900,120000,136400,143500,133750,136000,137900,141000,142450,157050,149900,163500,169000,166000,163500,171000,158950
731,"Hutchinson, MN",731,136375,139500,139500,139900,139900,139900,139450,139900,135900,139825,138600,129900,129900,122400,129900,129900,129900,129450,124900,121200,122750,118450,116900,109900,109900,109900,104900,113500,113000,114900,119700,118000,119900,117900,109900,114900,114900,109000,105000,109950,119700,120000,115950,110000,112500,119500,119500,114900,124900,119900,139900,139900,142450,139900,149900,144900,144450,141250,139000,134900,135000,135000,134900,134900,139900,139900,140000,142000,139900,143700,139900,139850,139900,140850,155000,159800,155750,149900,149900,149900,154850,150000,155000,145700,152450,162150,159900,167500,163900,164900,164000,162500,159950
732,"Batesville, AR",732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157750,163950,173500,184900,169500,172200,149900,154900,159900,159900,145000,139900,144000,130000,139900
733,"Owatonna, MN",733,139900,136450,136900,135400,132000,135450,138450,139900,138450,138450,133450,129400,135000,124900,138000,134900,137500,136900,136200,139000,139000,142500,131900,129900,129900,134900,139900,132450,129900,134900,129900,135450,139450,135000,129900,131200,139900,140450,136000,139900,139900,142000,139900,139450,142700,139900,134900,138000,134900,139900,139900,149900,149900,149950,152700,149900,149000,143200,139900,139999,139900,139900,147450,149900,159900,159900,158499.5,155000,150950,148450,150950,155000,150000,153950,152700,152950,154900,155500,153400,154950,153400,150950,144950,144900,144450,150950,149900,167900,172000,169900,179900,173877,179200
734,"Vidalia, GA",734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,140500,132000,130000,129900,130000,129350,129800,129900,139900,139900,139900,139250,132900,132000,135000,139900,139900,139900,148000,148000,147950,143500,153700,162450,142000,149000,145950,159900,149900,149900,157000,154450,151625,154000,139000,139000,140500,149900,149900,149900,139450,137250,140000,140450,141000,147500,149900,147500,149500,148500,149900
735,"Park City, UT",735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075000,1019000,995000,995000,1009000,1049000,1195000,1225000,1347000,1250000,1197000,1125000,1026900,1025000,999000,1029500,1095000,1150000,1262000,1337950,1395000,1375000,1375000,1347878.5,1292000,1250000,1225000,1230000,1297000
736,"Winfield, KS",736,85000,87900,89500,89900,89500,89900,87000,85000,87500,84000,85000,83450,83900,80000,79900,79250,76250,74500,73500,69700,74000,66950,65000,62500,62000,62250,65000,64500,69900,77000,78250,77900,78500,75450,75500,75250,74250,72500,69900,73500,75000,74900,74900,75750,74900,72000,75400,75200,75000,71800,77700,76000,79900,84450,71450,79900,79900,78400,82500,82500,84900,86000,88000,87500,89900,89900,80750,79900,84500,80750,83200,81500,83000,85900,84500,89500,89900,85950,81300,79900,79900,77000,72999,74900,69450,72000,72749.5,76900,79900,89900,91200,92750,92500
737,"Laramie, WY",737,,,,,,,,,,,,,,,,219900,219900,224950,223250,219900,225000,220950,225000,228725,228950,235000,219450,219250,220750,223250,219900,219950,219900,210000,210000,205000,207000,222400,211900,211950,225000,228950,218500,216250,226000,222500,230000,227000,234000,236500,226500,228000,229950,249250,247000,248900,245900,248900,246800,245000,240000,240000,239500,249950,235000,230000,245750,232500,229000,229000,235000,220000,229000,232450,227000,235000,244000,247500,245000,264900,265250,285000,272500,279000,276250,282500,283747.5,285000,279000,272500,285000,272450,269000
738,"Plainview, TX",738,,,,,,,,,,,,,,,,,,99700,95500,99500,99700,84950,84900,83100,79900,80600,88900,84900,85225,91500,86800,80000,79900,75600,88900,94900,109750,99950,99500,101900,95250,104450,112500,105875,95000,105250,100000,108500,99999.5,115000,110000,110000,109900,106700,108450,103000,99500,97000,98250,104000,105250,101250,109500,105500,119750,122500,126990,121250,129900,123700,119900,122500,122500,119900,119900,113250,115000,112750,111450,110000,104000,108500,103900,108500,93750,92000,95000,101350,107500,109000,110000,109450,118500
739,"Big Spring, TX",739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000,119750,123500,120000,99900,105000,115000,102000,99500,115450,129900,129900,139900,139900,139900,139900,139900,130000,132000,133500,132000,137999,134850,132300,143950,137900,137900,145000,145000,149900,151000,147500,145000,145000,138000,132450,135000,149000,150500,145000,146000,149900,147500,152875,152500,155000,167500,160000,156000,159900,154000,154000,155000,150000,152500,145000,148000,145000,139900,139000,148500,157000,157000,159200,155900
740,"Dixon, IL",740,,,,,,,,,,,,,,,,,,,,,,,,,,,98900,99950,98000,110000,115000,115000,104900,104950,114900,99900,99900,99900,92250,99250,97500,99700,99500,105000,114700,109950,107250,105000,99900,99900,105000,105000,109700,107000,109900,109900,106000,104450,99900,99900,104900,99900,101450,109900,109900,108000,107000,109900,105000,105500,105000,105000,105000,105000,110000,114900,112900,112450,119900,119950,119950,119900,115000,115000,109450,105000,109000,115000,117950,115500,116000,115000,115000
741,"Alexandria, MN",741,239000,221950,220000,219900,225000,225000,229000,229000,229000,225000,224500,219000,209900,200000,205000,219900,199949.5,198900,199000,198950,194900,189900,189900,189900,180900,175000,179900,181900,184825,181000,179450,178900,179900,181900,179075,175000,175000,174900,173000,174900,179000,184900,184950,179000,182500,180900,175000,169000,169968.5,178900,179900,179900,194500,207900,208970,199900,199850,199900,208900,194000,194000,199900,199900,210000,225000,229000,229900,229250,225000,229250,229900,208500,204950,210200,219000,219950,224900,219900,227500,229900,229500,229000,225000,218900,218900,231150,234950,249000,250000,249900,249900,255000,255500
742,"Newport, TN",742,139900,143900,139900,139900,137450,134900,129900,129900,134900,129900,129900,121450,124000,109900,124900,129900,124900,119700,118450,123250,124900,128000,129000,119950,119900,119900,119900,119900,118962.5,117500,114450,109900,109900,109900,119900,124200,120000,129000,129900,129900,130000,139045,139045,139000,139900,139900,139900,139900,139900,139000,137900,139900,149900,145000,145000,149900,149900,149900,144950,139000,139900,144550,142350,149777,149838.5,149900,150000,148250,149900,145000,141250,139900,138500,134250,135000,134900,135000,135000,139900,139900,138000,144900,149000,149000,149000,149450,149900,158000,149900,149900,150000,152000,153750
743,"Ragley, LA",743,149000,151500,151500,156500,154500,158900,157500,149900,149450,149500,150000,152500,156700,149500,149900,155000,159900,159900,159000,164500,164500,161000,161750,164680,164950,164900,159900,159900,159000,161250,160500,157000,150000,151000,154500,151000,159449.5,165750,165000,162800,162500,162800,156500,150000,151000,159900,149500,159450,155500,160000,160000,160000,163000,160000,164900,167000,167000,164950,164900,164900,165250,164900,159500,159500,164950,166000,165500,168000,163450,160000,165000,159000,160000,159900,167000,170000,173700,171250,174950,179997.5,184450,181000,183500,186200,172500,174000,171500,168000,169250,169925,170000,169950,169900
744,"Lebanon, MO",744,129900,134900,135900,139900,139900,139250,139900,139250,129900,134900,129900,127950,122900,122900,126700,129900,132200,129900,129900,129900,129900,129900,124900,121900,129900,126700,120950,124400,120000,127900,128450,129900,129900,129900,129900,134900,129900,129700,129700,127250,129900,124900,124900,129900,131500,139900,129900,137750,129900,123950,122500,129900,138900,138000,130000,136900,139900,144950,144900,144500,144900,149500,149500,147450,149900,140000,139900,135000,127900,126900,125000,125000,129900,129900,134900,139250,139900,135750,134925,137450,138500,139900,139000,139000,139900,137950,138000,139000,144900,148400,149900,139900,139900
745,"Independence, KS",745,85000,87750,85000,80000,78750,79900,78750,75500,75000,75450,77250,78250,69000,75000,72500,72750,73500,76500,79900,79900,79900,79500,79900,75200,76350,72000,69900,69900,66750,68900,65750,67000,65000,65000,66250,69900,64700,67700,78000,74900,79500,79000,78900,74900,78500,75000,69900,69500,69250,72450,77250,79900,79900,79700,79500,79900,84000,76750,78000,79250,79000,74500,72000,78000,85000,79900,79000,79900,79900,79000,76000,76000,74150,69900,74000,75000,79250,78200,79000,75000,70000,70000,65000,69900,73000,69900,70000,74700,73000,76000,74000,74000,69900
746,"Town of Seneca Falls, NY",746,149900,149900,149900,145250,145500,145500,154900,159000,159900,159000,159000,155000,152450,155000,154900,144900,149000,149450,157000,162950,165000,165000,183500,169900,190000,190000,164900,166000,169450,169900,166000,162950,149900,147450,169900,173700,169000,153700,144500,153750,154950,149500,149250,144250,142450,140000,134900,138500,142400,139000,144900,145950,149900,139900,139450,139900,129900,136500,135000,133000,125000,119450,122500,129900,134900,126500,127500,132500,129900,133700,134900,122200,116900,129900,139450,139900,143000,146900,139900,139900,139900,134900,132000,125000,126200,129450,129900,150000,135000,136450,132000,139900,139900
747,"Sulphur Springs, TX",747,127700,125000,125000,127750,124000,122690,122880,125000,120000,127500,125000,122500,122500,129900,130000,144400,159950,143250,139900,132000,122950,127000,129000,129000,133000,135900,129700,129500,135900,134400,149000,141450,137450,136000,146968,142000,144900,149900,140950,139900,139950,142200,146760.5,144900,139900,132850,139500,135950,132000,129900,127742,129450,130000,149900,139900,142450,139900,141950,139900,146968,149900,139500,141750,146000,148936,149000,145450,154250,169000,165750,161200,154900,169000,169500,174999.5,169000,163750,173200,174999,169900,160000,160000,160000,169900,179000,169900,179900,185000,169999,169949.5,175000,175000,169900
748,"Martin, TN",748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115700,115250,119900,114900,115250,114500,109999.5,99500,102000,96200,92700,89900,95000,94500,99800,99000,99850,115000,113400,99900,109900,112000,100000,108000,106100,110000,110000,110000,106450,110000,119450,119900,119900,116950,129500,120950,120400,120400,115950,115000,115000,119900,124950,118950,119450,120450,122150
749,"Susanville, CA",749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184900,181450,178950,189000,194900,203500,209900,199900,199000,222500,229000,215000,222500,229000,229000,218950,212250
750,"Taylorville, IL",750,99900,116250,108700,116250,116250,110000,110000,109900,104900,112500,99900,84900,95900,82500,76500,84200,89900,90000,84950,88750,92700,94900,91450,90000,94900,97950,107400,91950,91450,86900,79900,88900,89900,94500,87900,84900,89500,87000,88250,82450,79500,79900,74950,74900,75000,74250,75900,82950,79900,81900,89900,84900,84950,88900,85450,85000,82900,79900,79900,77000,79900,80000,79900,79900,79900,79900,85000,87000,89900,89900,87950,89900,79900,76500,79000,79000,84500,84200,84700,83000,87900,87000,79900,79500,79950,82450,79900,80900,85000,89000,80500,85000,87950
751,"Decatur, IN",751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,102199.5,96900,94900,94900,93000,89900,89900,89900,84900,92200,84900,93900,89900,88100,94500,94500,96900,94500,93500,89500,84900,83900,86250,87500,87000,89900,99000,99900,95000,84900,84900,84900,84900,84000,85200,89500,89250,95000,90422.5,89400,99900,99900,97500
752,"Junction City, KS",752,142200,147000,148900,142500,144000,143500,142000,143500,143000,139900,139900,139900,144900,139900,140000,146200,144900,147500,149500,142500,145000,145000,144900,142200,145250,139900,144450,139900,139900,149900,147700,143500,142000,139900,139900,139900,135000,134900,136750,137900,139900,139900,139450,138000,137250,139900,139900,140000,140750,142900,142900,139950,143450,139900,136900,136450,131500,126400,129900,129950,131250,134900,130000,135900,135000,135000,134950,134900,134900,130000,129900,129700,126900,130000,129900,135450,135000,135000,134900,134250,134900,134900,132500,129150,134200,129900,134450,130000,131750,133250,133250,124900,117500
753,"Effingham, IL",753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169450,165450,159950,154900,149900,149950,159900,168000,168000,159900,159450,159900,165000,170950,171400,179500,161950,159900,149900,149900,158375,159250,152400,158375,163900,159900,169750,171000,159900,149900,149900,149900,146950,149999,160271,169900,169000,164900,162400,162450,152900,158950
754,"Valley, AL",754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84000,84700,79900,79900,79900,79900,75000,75000,75900,78900,79900,72000,75000,79900,79500,75000,84900,85000,84900,84900,89900,89900,91250,89900,92650,85000,85000,92800,91150,82400,92650,100500,97500
755,"Butte, MT",755,,,,,,,,,,,,,,,,,,,,,,,,,,,129500,120000,124900,129500,129700,130000,129000,122000,124500,120000,124950,125000,119887.5,139900,159000,159000,159900,156750,149500,145000,139900,139900,134700,145950,149900,154450,159900,169000,169500,148600,138000,133900,138500,134450,138500,139000,142900,159250,166250,157000,153000,158500,159000,159000,155000,143700,140000,139450,139000,139000,143500,139950,139900,139000,134900,135000,139450,149000,145000,140000,144000,144900,154500,149950,151700,158500,154900
756,"Angola, IN",756,194900,199650,194900,194900,195000,199700,194900,189900,195000,185150,179400,154250,150000,155000,162400,155000,153025,171200,159500,164950,167000,159900,159900,157500,149900,159900,161400,179700,178950,159900,153000,152950,149900,149900,162450,159500,159250,160000,162450,171450,171450,159950,164700,159000,159650,169900,153900,144500,140000,149900,149900,160661,165000,169900,159900,160000,160000,164450,168900,163900,154950,149900,154900,155000,159900,164500,175000,177500,177000,179950,189200,189900,194950,189650,189900,189700,193700,189900,179900,188250,189650,191200,183500,184150,184075,189650,189900,204706,207256,205500,207200,199900,197900
757,"Dodge City, KS",757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128250,123250,118500,125000,129000,135000,128450,127200,126900,126450,126000,127900,129250,134250,134500,134450,148000,129000,129000,127900,123500,137500,138000,129000,139500,138000,139900,139900,144900,150000,144900,149450,155000,149900,149000,154500,154750,149900,146850,144950,145400,140950,139500,144000,142000,158000,168900,160000,160000,137450,147950,148250,159000,158000
758,"Brenham, TX",758,169000,171000,181500,180000,179000,179500,184900,176000,180000,178300,180000,182450,185000,177000,189000,215000,212250,199999,199700,199900,199900,199900,199900,200000,199900,200000,199700,189900,189900,189500,200000,219750,199900,195750,200000,197000,197500,200000,200000,203455,200000,200000,205955,202250,217500,234750,237250,235250,228800,219000,225000,221500,224900,213300,213300,216050,216500,239000,247022,242350,247000,247044,271950,295000,279000,257850,240000,235000,247022,245250,269900,247044,252006,259900,279900,320000,299900,299900,299994.5,300000,301717,319750,320000,309750,299000,300000,285000,284600,275000,284900,284900,285000,296050
759,"Jackson, OH",759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000,109000,118500,105000,105000,110000,110850,110000,109900,109000,109900,109900,109450,110450,109000,115950,114950,115950,119450,124950,114950,115900,99900,102450,117200,119500,119500,119750,115000
760,"Brevard, NC",760,339000,335000,325000,324000,329000,327000,329700,325000,324900,325000,321000,299500,299500,315000,309000,319000,319000,299950,299000,299000,299000,298700,286000,285000,285000,283000,282000,297000,297500,295000,289950,289000,288500,282000,289900,298000,299000,298000,299000,298000,299000,299000,300000,299225,307450,319000,299984.5,299900,299000,295000,298850,299000,299900,299000,298500,299000,299000,298900,295000,294500,295000,295000,295000,289950,295000,298250,289900,289900,289900,295000,299000,299000,299000,325000,329000,329000,325000,339000,339900,339900,339000,342870,347000,349000,325000,320000,325000,329000,335000,344900,347000,349000,349000
761,"Taos, NM",761,349000,342450,339000,339000,339900,339900,339000,341950,324500,319000,310000,299500,299000,299700,300000,299000,298000,299000,299000,299000,298000,289000,281000,289000,289000,275000,283500,279900,268600,275000,272500,275000,278000,275000,269000,265000,275000,265000,259000,262500,275000,285000,284500,289250,289950,285000,269000,275000,269950,288500,285000,279000,298300,299000,299700,299000,299000,299900,306999.5,299999,299000,295000,299000,299000,299000,315000,311000,316000,323500,320000,325000,319000,299900,305000,319000,324000,324500,324000,325000,329000,329000,329000,325000,315000,320000,324900,319000,315000,325000,338500,339000,340500,345000
762,"Malvern, AR",762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159450,159450,159450,140000,139950,126400,126450,141500,135000,139900,139900,140000,148950,147250,142450,141250,140000,144900,142500,144700,135500,139000,128200,119900,128200,120400,124450,122075,119500,119750
763,"Troy, AL",763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139500,149000,149450,149900,149900,132450,129900,130000,141399,139000,139000,137500,152400,156950,159450,159500,159500,171900,162450,162450,164900,161000,144000,149450,139900,149900,144500,139995,144000,139900,139747.5,147750,150900,149000,140000,145000,139900,142000,139900,142250,144500,149500,139900,139500,149500,155000,149900,148700,149500,155900,152900,149500,155950
764,"Wabash, IN",764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79900,84900,84450,89450,84950,85000,95750,92950,94500,89900,90950,89700,89000,89000,84900,86000,84950,85000,85000,84900,84250,84900,84900,84900,84900,85000,86500,83500,83500,82750,85000,85000,88000,85000,86000,86750
765,"Cambridge, MD",765,184900,183990,175000,165635,165000,160000,160000,167000,181450,179000,190000,176500,179297,180886,184500,179900,179900,179000,172500,169000,164950,163700.5,159900,159000,159850,159900,161000,150000,160000,165000,168140,160950,167840,165000,187000,184999.5,189500,188000,194950,199000,199000,199000,199000,197000,199000,199000,187250,188995,188990,189000,191950,191950,189900,179900,179945,190000,199500,199000,193700,185000,175000,178450,179900,179900,179900,189900,189500,189525,189000,178000,179000,174999,174999.5,169999,179000,189700,184975,185000,185900,181999.5,185000,184000,179700,179900,170499.5,171249.5,174999,180000,189450,189450,192500,197700,192500
766,"Macomb, IL",766,129900,132400,129900,139700,139900,139900,139900,139900,139900,134900,134900,129900,129900,131848.5,129900,123750,119900,119950,114950,114900,117450,114900,105000,99900,99900,92450,101950,109900,114900,112000,114500,112000,112000,109900,109900,109900,122900,109900,109900,102900,99900,99500,99700,98500,99900,99900,96700,99900,99900,99900,99900,99900,99900,104900,104900,103450,99900,99000,99000,92000,90450,92500,94950,99900,106450,97450,94900,94900,92700,95900,94900,97500,98700,98900,99950,99900,99900,107950,99900,92900,91900,94500,89900,89900,89900,89500,89900,89900,89900,99700,97400,94900,94900
767,"Vernal, UT",767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209950,214900,210000,215000,217000,209900,209900,200000,199900,199900,214900,215000,210000,219900,209000,214900,219950,219900,219900,209900,209900,199900,210000,215000,204500,199900,199950,199900,199900,198900,189500,179900,179900,179900,174950,174900,170000,174900,175000,169900,169900,165500,173900,170000,169450,165000,175000,189450,184900,184900,180000,180000
768,"Kingsville, TX",768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,155950,151460.5,158500,157000,157000,159000,150000,149900,146000,134900,139000,149500,135000,129900,129900,129900,130975,131725,132400
769,"Madison, IN",769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,124900,123900,115450,117500,124425,124900,129900,129900,134900,129900,129900,129900,129900,126950,119900,119000,119900,125900,124900,129700,119900,120000,119900,117200,119900,118950,118500,119900,129900,126700,124900,124900,115000,114900,118450,119900,123950,119900,119450,119900,124500,124900,128450,124900,129900,134900,134900,132900,129900,121400,129900,136950,147900,139900,139900,149900,149900
770,"Mount Pleasant, TX",770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184900,176900,159949.5,169900,170000,169900,171900,178500,172400,159000,178500,184900,179000,179900,179000,179450,169000,169000,160000,154000,149900,159900,159000,149900,159900,158250,175000,175000,179000,179900,174500,169900,174500,174250,179240,179900,179900,179900,179500,169250,171750,187950,189480
771,"Paris, TN",771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115877,112385,115000,115000,105000,94250,105000,117038,115700,115500,115500,109000,118750,119500,120000,123000,125000,119950,125000,125000,129000,129500,134500,135000,134950,134950,132700,129700,129950,130000,129950,129000,128500,129500,124900,124950,124600,128500,129600,129600,124800,125000,122600,122600,121500,118450,117000,115950,119250,124900,129950,129900,127950
772,"Columbus, NE",772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164000,145000,143000,139900,139900,139900,139900,149900,156000,148500,138200,139900,139900,139900,145400,144900,144900,139900,139900,144900,146100,149900,139900,135000,134250,152000,144900,141200,144900,144900,161000,183900,187450,185200,190950,186500,190950,190950,182450,177900,169900,172400,175000,175000,179900,179900,179900,184900,182450,190000,175000
773,"Brookings, SD",773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199450,199000,204480,199500,194900,198700,194900,194900,199900,198500,202400,209900,209900,199000,192450,196250,202950,199900
774,"Kennett, MO",774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,81000,78750,78750,78000,71000,68250,70000,71900,72250,69500,79750,79000,75950,65000,69900,73440,75000,79900,79900,79700,86250,84250,70000,73750,79200,79900,79950,79900,79900,79900,79900,79900,81900,79450,79900,79900,85000,85499,85000,85000,85000,85000,88250,89250,89000,81500,79900,75000,75000,81900,89925,83200
775,"Beeville, TX",775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155950,149000,149000,149500,149700,160375,169900,170000,170000,170000,169900,157900,166500,166500,170245,175000,174000,179000,169000
776,"Miami, OK",776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,75000,74900,71000,69000,69000,74900,77900,80700,78500,77249,79900,77749.5,78000,79500,81750,89900,81000,83000,83750,86900,85950,85000,85000,84000,82950,84494,85000,83950,84900,84900,84000,79900,79900,79000,88500,84500,82500,83500,83500,84500,85000,84750,84900,86900,89250,88950
777,"Dayton, TN",777,137900,139250,139900,139900,143500,143500,145000,149450,159900,158000,159900,159900,149900,149900,149900,149000,149900,155000,148900,149000,143500,144500,137500,135000,135000,131200,124900,127900,124200,119900,120000,124900,119950,122400,119450,118750,128750,129900,138500,149000,157000,164900,163500,158900,149950,149900,139450,145950,144900,147900,150000,159000,159000,159900,159900,159000,156000,155000,149900,149900,146100,139000,139900,140000,143900,144400,149900,154750,149900,149900,149900,149950,150000,149900,159000,154500,152000,145900,149900,149900,149950,149900,159000,157750,152450,149900,154950,159450,169000,169000,171350,175000,179700
778,"Washington, IN",778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84949.5,87000,89000,93500,94950,99700,99900,99900,107000,112500,112250,99900,99500,99500,105000,106950,106400,105900,106400,107000,116900,119305,115250,115250,119700,115500,116200,115000
779,"Camden, AR",779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91950,99500,99365,107500,99000,98000,89900,98000,98750,99000,89900,87500,84999.5,79900,79900,84000,89900,92450,105750,115000,115000,103250,90000,89950,90000,89950,89950,88750,86750,89000,90000,90000,95000,89250,79900,87000,78500,89000,89500,86500,84950,99500,114500,109000,107000
780,"Jackson, WY",780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729450,749000,734000,720000,719000,729500,750000,700000,810000,810000,750000,725000,750000,775000,799000,810000
781,"Hastings, NE",781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169500,145250,132500,136900,128500,139900,138750,135000,135000,135000,136250,135500,135000,131000,128750,135500,136750,137500,139500,145000,127200,118500,129950,139900
