index,RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
249,"Jackson, MI",249,117000,119900,119000,119900,119900,119000,119900,119900,118900,105450,99000,89900,83000,84900,94900,95250,99900,101099.5,99900,95000,89900,85000,79900,74900,75000,69900,76500,79900,86000,89000,89900,87000,85000,89000,94900,92500,94700,95000,99900,104900,114900,115000,117900,112950,112500,109900,101200,99900,99900,99900,99900,109900,120000,121900,119900,119900,119900,119900,111000,108000,101000,112450,114900,116500,119900,122900,123800,124900,124400,120000,116250,114550,110450,114900,119000,122500,124900,129900,129900,129900,129900,129900,127700,119900,119900,124400,125000,130000,139900,139900,142900,139900,139000
250,"Port Charlotte, FL",250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,179900,179900,184900,184500,188900,185000,179000,184900,185000,188000,190000,195900,197995,199900,199900,199900,199900,205000,209900,212810,215000,219900,224900,229500,229900,232900,229900,234000,233775,230000,229000,229000,229000,229998.5,230000,239000,244900,249000,248000,244900,244900,242000,244900,247650,240900,244900
251,"Bloomington, IN",251,164900,159900,159900,159400,150000,154947.5,153450,153250,150000,148750,149000,145000,147500,149900,152000,154900,156900,159000,155000,154000,155000,150000,149500,145000,142000,146500,149900,149900,149500,143900,140700,135000,134900,135000,144000,143950,145000,149900,149900,149900,149900,148900,145900,145000,145900,148500,147700,147500,146900,145700,149900,154900,155500,159500,161500,162500,164900,155000,159950,159000,159900,154900,169250,164638.5,169900,169900,167000,163900,159900,159900,159900,159700,158000,165000,175000,177950,180000,180000,183900,179900,179000,175900,189500,187500,193000,192450,208950,219000,219950,215450,210000,209700,218900
252,"Pueblo, CO",252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143900,142950,139950,144900,144900,139950,149900,145000,149900,154900,154900,153900,150450,150000,153100,145600,139900,139900,139900,149900,146000,140000,150500,154900,159900,169500,154900,154900,159900,159900,168400,154000,160000,165000,169900,174900,170000,169900,174950,179900,178500,174882.5,174900,169900,174700,175000,189900,196500,204900,194900,194950,193900
253,"Billings, MT",253,214900,209900,206450,209900,209900,211950,200950,200000,209000,204900,199900,198250,199000,199000,199900,199000,204200,199900,199700,199900,199900,204900,199900,194900,191500,194900,197750,195000,196200,203000,200000,199900,199900,199900,218400,219900,220750,220000,219900,225000,229900,234543,230000,229000,235000,229900,229900,229994.5,233000,235000,234900,237500,242450,240000,244950,239900,240810,234900,239900,229900,249000,247500,245000,250000,255000,259900,254000,257000,255000,259950,265000,259900,252500,249800,252200,259900,259900,264500,265450,266500,267400,259943.5,254900,254900,255000,254900,259900,264400,269000,269000,269000,265000,265000
254,"Bowling Green, KY",254,149900,147000,145000,149700,149900,149900,150000,150000,152900,149900,149900,149900,144900,148900,149000,149900,150000,152000,150000,149900,149900,149900,149900,149900,149900,149900,149900,150000,150000,149900,153500,149925,149993.5,153900,149900,149000,149000,149900,148950,149900,152500,154450,154000,155000,154900,158500,154900,157000,149999,159900,159900,159900,159900,164500,163450,165450,168250,166500,165900,169900,165000,169500,163350,165000,169000,169900,169900,169900,168500,168000,169900,169900,169900,169900,174000,173500,174900,172999,179900,179900,179900,179900,179900,179900,179500,179900,184900,189900,194900,199900,199900,199500,199500
255,"Bend, OR",255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,299999,319000,320000,325000,317500,315000,310000,299900,299000,299900,299900,302700,319900,319500,329947,344900,343690,342000,339000,345000,339222.5,335000,339000,344950,359900,359900,365000,369950,374945,375000,378900,375000,379900,370000,384900,380000,369000,389900,399000,399999,399947,399850,399000,392475,399000,395000,379000,380000,395452.5,399900,413000,420000,415000,420000
256,"Albany, GA",256,148000,149700,146500,144900,148500,148500,149200,145750,142700,139500,133900,132000,133900,129900,138250,138000,138900,137700,138750,136500,135450,135000,129900,129900,129900,125000,120000,119900,119900,118450,119900,117000,109900,109900,117700,115900,115000,119900,120000,119900,122000,125000,125000,123000,125000,124900,120000,119900,118900,120000,123900,120000,125000,123200,119000,119900,119900,119900,119900,119250,115000,117900,119900,119900,119950,124000,119900,119900,119900,119900,115000,110000,110000,115000,119900,119900,122000,120000,114900,115000,113000,115000,113450,109500,109900,109900,114731,115000,119900,124550,120000,119900,124900
257,"Vineland, NJ",257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000,145000,144900,145000,149000,149900,145500,145000,145000,144000,139900,139900,139900,139900,139900,139900,144000,145000,145000,142900,144900,144900,139900,135900,135000,139000,139000,134900,134900,134950,132000,129900,129000,125000,126950,125000,124900,121900,120700,124900,125000,125000,120980,119975,119980,119900,120000,119900,124950,124900,127250,129900,129900,129900,129000,128004,126450
258,"Niles, MI",258,174900,174900,165000,185000,189000,185450,182650,179900,175000,169900,159900,159500,149900,149900,149900,149900,159000,164900,163988,159900,158000,150000,147200,133900,129900,132900,134900,131900,139767,139900,134949.5,139900,138975,139900,165000,159000,158250,159000,159900,160000,167900,169900,169000,167635,169900,169900,169900,164900,159900,160000,169900,170900,180000,178500,165000,164900,164900,159900,158800,157900,155000,165000,174900,174900,179900,178500,174700,174250,177500,169900,167700,159950,154900,154950,165000,169450,179000,179999,184950,179900,189900,189000,179900,179000,171900,174900,184900,199900,202900,211192.5,209900,199900,199900
259,"Wailuku, HI",259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549000,575000,595000,599000,599000,619000,617000,610000,600000,613450,599900,599000,622250,629000,639000,649000,645000,645000,629700,642450,625000,624000,599000,599000,595000,595000,607500,629000,645000,575000,649000,635000,619450,599900,599000,599000,640000,649900,650000,647250,649900,652000,649000,649900,649900,649450,649900,650000,699900,699975,685000,676000,674000,698000,694950,695000,685000,679450
260,"Ottawa, IL",260,135000,135000,143950,139900,139900,139900,138000,134000,129900,129900,129900,128000,125000,119900,125000,125000,128950,129900,129000,127750,125000,120000,119000,115000,109900,112000,109900,112000,115000,117500,117500,117900,115000,113400,113900,110000,108500,105950,109500,109500,109900,109250,109000,109000,107500,99900,99000,99900,99900,109900,110000,115000,117950,119900,119750,115450,115000,112750,112500,110000,105000,109999.5,110000,109999,109500,109900,110000,114900,110000,109900,109900,108000,107950,109900,112500,116900,119000,119000,119000,117000,114900,114900,107250,103000,99250,100000,109900,111950,112900,115000,115000,115000,115500
261,"State College, PA",261,217450,239900,228450,229900,229900,224900,219900,214999.5,213000,209900,209900,212900,209900,213450,217400,225900,229900,224950,224900,220900,219000,217900,215000,208900,218800,219000,220000,225000,229900,225000,214300,214900,210000,210000,215450,216550,225000,239900,236000,234995,234500,234500,230000,229000,235000,221200,219000,219000,234900,229900,239900,239900,234700,229000,229900,229900,234900,229900,229900,234950,238450,243900,249250,250000,251900,251900,249900,249900,257224,251950,260000,258000,259900,250000,267000,279000,269900,259900,249900,250000,256000,241950,246500,240750,239900,266000,279900,279900,284900,279950,275000,260000,265000
262,"Bangor, ME",262,154900,154900,157200,159000,155900,157400,154950,154900,154900,152000,152250,154697.5,152000,149900,149999,149900,149900,149500,149000,147900,144900,144222,144361,140000,142700,139900,144500,148950,139980,144900,140000,136000,135950,135000,135950,129975,129900,129900,129900,134900,135000,139000,138250,135000,135000,134950,129900,132000,129900,136900,134800,139000,139900,144000,139900,139900,139800,139000,135000,135000,135000,139000,139000,139000,139900,139900,139900,139000,135000,132900,129900,129900,129900,129900,130450,134800,135000,139900,139500,139000,136900,134900,134900,134900,135950,139500,145000,149900,149900,150000,148500,149700,149900
263,"Alexandria, LA",263,160000,165000,160000,165000,169000,169900,169000,165000,165000,159500,158500,157500,149950,157750,164900,164450,168200,165950,163500,154950,154900,150000,155000,159000,149900,154250,151250,147200,147700,149900,146500,148250,155000,150000,154900,155000,159000,159900,158500,159000,154900,159250,164900,165000,165000,168900,165000,166700,159900,159900,159750,165000,164950,169000,165000,165000,167500,161000,162500,162250,161400,159900,161450,164650,169700,169000,166500,165000,162500,162000,159250,155000,155000,159000,163000,167900,175000,179000,179900,177250,175000,177500,179000,179000,177500,176000,179900,182700,175000,175000,174700,174000,179900
264,"Decatur, AL",264,156200,155900,149900,139900,139900,139000,134950,130000,134500,135000,135000,134900,134900,135000,135000,139000,139500,139900,139900,139900,138800,134900,129900,129900,129900,130450,129900,125000,124900,124900,125700,124900,121500,120000,129500,129900,134900,134485,136900,139900,145000,149900,143000,147900,149900,149900,145000,142950,145000,145000,149900,149999.5,149949.5,154900,154900,149900,149900,148450,149000,144900,139950,145000,144000,144000,141900,143400,149900,152500,149000,149900,149900,149900,144900,142500,145000,146950,144550,149900,149900,147000,144900,139900,139900,135000,137700,143000,144900,152950,159900,159900,164900,164700,159900
265,"Hanford, CA",265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204900,215000,210000,199900,191700,196975,179900,189250,175000,189900,194900,182500,179900,170000,175000,199925,195000,200000,218490,217245,209900,209000,215170,208815,210000,208141,209500,215000,215000,219900,221900,219900,222440,224900,227200,229200,225000,225900,239652.5,235000,239900,239900,235000,243960,242490,239000,239900
266,"Iowa City, IA",266,194900,185450,189500,185250,189000,188700,189900,193700,192900,189900,185900,184500,180000,179900,177500,174900,174900,174900,174900,174900,174900,180000,179900,178250,169900,174900,179500,179900,175900,180000,175900,178000,178250,179825,179900,183000,189900,190750,194999,196900,198900,199900,199900,199900,214900,224900,224450,224900,224900,224900,217900,216450,219900,219900,222900,224900,219700,219900,222900,225000,225000,225250,227900,230500,230000,229900,229900,230000,229000,228500,230000,235000,239000,234900,225000,229900,229950,232000,235000,240000,249900,249900,249900,258000,270950,264900,258900,255000,264900,264900,269900,269900,275000
267,"Rocky Mount, NC",267,123200,123900,126000,124900,124700,119900,119900,119900,128900,119000,119900,116000,115000,110000,109900,114800,114900,114900,114900,115000,118500,116900,109900,109900,109900,109900,109900,104450,114000,109900,109900,109000,109900,110000,119900,119900,117700,117900,119000,119900,119800,119900,119000,119850,118500,118250,112450,110000,109900,111000,112500,114250,112150,112000,114900,115900,114900,114900,114900,114000,114950,114250,115000,114900,114900,116500,116500,116250,119000,117150,114500,112500,112000,114900,116500,119900,119900,120000,120000,122900,124900,124800,122000,122000,119900,119000,118250,119900,123000,120000,124450,123900,125000
268,"Monroe Township, MI",268,,,,,,,,,,119000,110000,99900,99800,99900,99900,99900,100000,109900,104900,102900,108000,99900,94500,89900,89900,89000,89900,89900,97000,99900,99900,99900,94900,99500,105600,101000,99900,104900,107000,112900,114900,114900,119900,116900,119900,129900,114000,109900,110950,117900,119900,124900,125000,134900,134900,134900,134900,129900,129000,118400,119250,121250,125000,125000,131500,141400,139956,139900,139900,135000,134900,129900,129900,129000,129900,134900,142700,139900,142500,142250,139900,139999,139900,139900,137500,139900,144900,149900,149900,154900,154900,154900,157900
269,"Wichita Falls, TX",269,122250,118500,115450,118500,119900,121450,117900,117250,115000,113000,105000,107500,105000,99900,109900,110000,109900,109900,109900,109900,108500,102950,109900,111800,109900,107900,109900,110000,109900,110000,110000,107900,105000,108900,109900,107500,104500,104000,108900,114900,115000,114900,115000,113000,110000,109500,102500,104900,104200,107700,111200,114950,118500,117900,115950,114900,114900,112500,110000,107500,109900,112000,112500,115000,115000,114250,114900,114700,112000,112500,110000,109000,109500,112000,105900,106500,110000,117350,119000,115000,113000,110000,109900,109700,104900,104000,109250,114900,115000,110900,110000,107000,109200
270,"Burlington, NC",270,146500,148000,145000,145900,145450,142800,139900,139900,139900,129900,125000,125000,119900,119450,120000,119990,120000,125000,129900,125000,121500,115000,109900,109900,120000,119900,118994.5,113900,115000,115990,114900,115900,115000,117000,130450,133950,134000,135990,134900,135450,137500,135000,139000,140000,142500,138900,139500,137022.5,139810,139900,139500,140000,145000,146700,146500,149900,148900,149400,147950,140000,139900,147900,149000,150000,150000,155600,155000,159949.5,160000,156240,159900,159999,160000,155000,156240,158845,161745,164995,166945,165495,165995,168495,171550,169994.5,169945,174900,179900,181000,171490,180915,178950,179000,184900
271,"Madera, CA",271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,235000,229000,237500,239900,244000,249900,259900,264950,259000,250000,249000,248950,249000,250000,250000,249900,250000,249900,250000,249500,249900,249900,249900,249900,245000,249000,249900,249900,259900,259937.5,265000,269500,269900,269500,269500,269900,274500,270000,274000,275000,289900,295000,299000,306425,302500,297900
272,"Jefferson City, MO",272,135000,137900,134200,132900,129900,139900,142900,139200,134900,129900,129900,127750,127500,122500,130000,134900,139900,138900,134900,134000,129999.5,129900,129900,129900,134900,129900,129900,129900,132900,132900,134900,134900,135900,137500,139900,139000,134900,139600,139900,139250,135500,134900,129900,129900,129950,134300,133450,133000,129900,129900,133950,137950,139900,139900,139900,139000,134900,134900,130000,129900,129900,132450,134500,134900,134900,139250,139000,136500,134900,135000,134900,129900,129900,129900,131250,134900,135000,139500,134900,134900,135000,139900,136500,134950,135950,130000,134900,139900,149900,148500,150000,145000,145700
273,"Chambersburg, PA",273,181900,179900,179900,185000,179000,174900,174900,172900,169900,178900,169250,169992.5,159990,169900,165000,169900,164900,169900,169900,169900,169900,169000,164800,169900,165000,164900,159995,159900,159700,169900,159900,169900,159900,166400,178000,171450,174900,185000,179900,179900,179900,182900,182900,180000,184950,179900,175500,174900,178900,178900,179000,179900,179900,181000,179900,179000,179000,179900,183900,182673.5,179900,179000,179900,179900,179900,179900,179900,179900,179900,175700,179900,179900,179900,179900,184450,189900,189000,189900,189900,185000,184900,179900,179900,179900,179900,179900,184900,189900,196000,193000,194500,192500,189900
274,"Texarkana, TX",274,119500,124000,127000,119900,124900,119900,119900,117900,119900,123950,119900,119000,125500,119000,124500,123750,124900,124900,128000,129900,129900,129900,129500,129900,129900,127998.5,127700,120000,119900,132750,134900,134200,127700,125900,129900,129000,133696,129900,125450,129900,134900,134700,134900,129900,129900,127556,124900,122500,124900,124900,126200,128500,129950,129925,129900,134900,135950,129900,134900,135000,134900,138900,135450,139000,147700,145000,140000,137500,139900,139900,139900,139700,133333.5,139000,135000,134900,129900,132000,136500,139000,144950,149900,140000,141000,139900,140000,149900,159000,161000,160000,159900,149900,149900
275,"Elizabethtown, KY",275,,,,,,,,,,,,,,,,,,,,,,,,,,,,134900,139500,139900,133000,129900,129900,132000,149900,147500,148900,146900,149900,149900,150000,149900,147900,145900,148950,149900,144950,146900,149500,149900,158250,159900,159900,159900,155000,154900,154900,154900,154900,153450,155000,159000,159900,159450,159000,159000,158950,160000,159900,159900,159900,159000,159900,159900,159900,159900,159900,159900,159925,159900,158000,159900,159900,159900,159500,155000,164750,165000,167838.5,168900,165000,164975,162800
276,"Pottsville, PA",276,87000,85000,85000,89900,92900,89900,85000,82900,85000,79900,79900,84900,85000,84250,85950,81500,85000,87000,88000,89700,89900,78950,81000,78000,74950,69900,75000,81900,85000,85000,84900,84900,79900,79900,87000,84250,79900,79900,82250,85000,89900,89900,89900,90950,88000,89900,84900,84900,85000,85900,87150,85900,89900,89900,89000,83700,82950,81950,81950,79900,78000,79450,79900,84900,89000,89900,89900,89900,85000,79900,76000,74900,69000,69900,75450,78900,79900,79900,79900,79000,79000,78000,74900,70900,74900,74900,75000,77250,79000,77400,74900,69900,69900
277,"Wheeling, WV",277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,110000,122500,124900,120500,119900,124900,122250,120950,119000,120000,125000,127500,122500,120000,120000,123200,123500,119900,123000,120000,124250,128700,141250,134900,125499.5,127250,129900,123500,119900,115000,122450,110000,114900,123000,125000,127000,129700,129900,127500,120000,119999.5,118500,114999,115000,118200,124900,124900,124200,125000,124950,126000
278,"Florence, AL",278,134900,134900,139900,139900,139900,139900,147000,148950,144700,139700,135000,129973.5,129900,129900,134900,134900,134750,134900,134900,135000,139900,134950,129900,128900,129900,124900,121000,124900,129900,129500,124900,129900,129900,129250,134900,134887.5,129900,129900,129900,136900,139000,139900,139900,139999,139900,139900,139900,135000,139900,148000,140000,149000,148500,149000,149900,148200,143250,143000,145400,144900,148500,150000,149900,150000,149900,149900,149900,153200,154900,154000,149900,145000,139900,144200,149000,149900,154950,159900,159900,159700,149900,149900,149975,149900,149900,149900,159900,164900,164900,162700,164500,166200,159900
279,"Grand Junction, CO",279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185900,184825,189000,189950,194900,195000,199900,208650,200000,204000,205000,204900,201450,199900,209000,209900,212450,214900,217500,218950,219900,222000,222900,220000,224900,224000,229900,224900,230000,230000,237500,230000,234900,235000,229500,229900,229900,229000,231000,239900,244950,249900,248000,249900,247450,249000,249000,239900,239000,239900,239900,243900,249650,245000,247700,257000,254900,250000
280,"Concord, NH",280,236950,234900,229900,229000,229900,229900,229000,227000,224900,225000,225000,215000,214900,212900,219900,224900,229000,228900,229000,225000,219900,218000,209950,199900,199900,204950,219000,218450,219900,224900,227900,224350,219500,219000,219900,219900,219900,219700,219250,225000,229900,229900,229900,229250,229000,227450,224900,224000,225000,219950,224000,229000,234900,239000,239000,234700,234500,229900,228400,229000,225000,225000,229900,230000,239500,239200,239200,239000,239900,233250,229950,235000,236900,239900,246900,254950,250000,252000,249900,249000,249900,249900,249000,249900,249000,254000,249900,256450,265000,265000,269900,269900,269900
281,"Dothan, AL",281,162200,160000,159900,160000,160000,159900,159900,159900,165100,159900,159900,158000,154950,154900,152200,154000,154900,151625,151750,149900,149900,149900,140000,138500,142000,139900,142500,139900,139900,141500,139900,139900,139900,142000,146250,143250,142000,145700,147900,148000,149500,149000,149500,149175,144900,145000,143000,137900,139900,145000,146000,149900,149900,149700,149900,149900,149500,144900,145900,144900,149250,149900,149900,154900,153250,150000,153000,152000,154800,152900,153000,149900,149900,149900,149900,150000,151900,150000,149900,149000,149850,148300,148000,145750,145000,148500,149950,153900,149900,153950,149900,153900,153500
282,"Santa Fe, NM",282,449000,435000,418950,407000,407000,399250,410000,420000,400000,398000,389700,375375,359000,359000,359000,349000,349000,350000,349000,339900,335300,329000,310000,299000,299000,298000,289000,297250,305000,315000,315000,306500,299700,299900,350000,350000,362950,375000,375000,379450,390000,380000,375000,369000,375000,375000,375000,377000,365000,365000,380000,395000,399000,399000,399000,399000,405000,399875,399000,399000,396500,393750,395000,392000,400000,423000,429900,439000,435000,443250,450000,460000,450000,445000,449000,443500,449000,445000,445000,435500,437000,428250,425000,440000,449000,439500,429000,429250,439000,449900,450000,465000,469000
283,"Johnstown, PA",283,89900,94450,89900,92950,96000,92250,89900,89900,89500,89500,89500,87500,89250,89500,89000,89700,89000,89900,89900,89000,88250,84900,79900,79900,79900,77850,79900,82700,86500,79900,84500,85000,80562.5,79900,79900,76700,78500,76900,79900,79900,82000,79900,84500,84500,82000,79000,77500,79900,75900,76900,79900,84900,84949.5,84900,80950,84900,80400,81000,79900,79150,75000,75500,76950,79900,79900,79900,79900,79900,79900,74900,70000,70000,69900,69750,69900,74900,74950,78200,75250,73400,74000,74700,68000,68000,64900,62375,66729.5,69900,72000,72950,74700,72900,72000
284,"Garfield Township, MI",284,198900,192000,193900,194900,199000,199000,198700,195000,189900,189000,187900,180200,179900,179900,179900,179900,189900,185000,184450,182900,179900,179500,175000,169900,169900,169900,168175,167900,169900,174500,175000,175000,169900,169900,179000,170000,169900,169900,174900,179000,187500,189900,189900,189900,189900,190000,189500,189000,183000,184700,184900,195000,195000,199000,199000,199900,205000,199500,199000,199000,195000,189900,189900,195000,200000,218250,224750,224900,219900,223500,225000,227700,219900,215000,220000,225000,229900,230000,239900,232000,234900,239900,239900,240000,239900,239900,250000,259900,265000,265000,269500,269000,269900
285,"Hattiesburg, MS",285,159900,164900,164900,164900,162249.5,159949.5,159900,159500,159574,159900,159900,159250,159500,158900,162500,165000,164999,165000,164999,165000,160750,159900,159750,154900,158200,159500,159500,156890,155190,157900,158500,154900,152500,149500,159000,159900,154900,155000,156090,159900,156800,159500,159000,158000,154900,158000,152500,158900,153900,154900,154900,159900,160000,159900,155000,159900,160000,157500,159900,150950,159000,159500,159999.5,155000,159700,159900,158000,159000,159900,155000,155000,158800,155000,149900,158250,158750,162000,165000,169900,169700,169500,168950,169500,165000,165000,169000,169900,174500,174500,172769.5,175250,179100,178500
286,"Dalton, GA",286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000,129900,129900,127900,129900,132400,129900,128900,129900,128000,129900,129900,129900,129900,129900,129900,132500,135000,135400,149900,144900,129900,129900,132900,134900,138900,138900,137900,139900,135000,134900,130000,136500,138450,140000,140000,142086,143900,144900,149900,149000,142900,149900,147900,143400,149900,150000,155000,161075,159900,159000
287,"Asheboro, NC",287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144900,144000,142000,137875,139900,139900,139900,139250,139900,140900,144700,142000,139900,139900,139600,139300,139900,139900,144900,144900,143800,138000,136500,142500,139900,145000,144500,143900,144900,149000,149900,149450,153900,152900,146990,147900,150000,148250,148000,146995,149000,147800,149950,154900,154900,154900,153000,151900
288,"Midland, TX",288,184900,184900,189500,189250,189900,189900,185000,185900,189900,189900,184250,179900,179900,179500,175950,179900,179900,186900,189900,195200,192500,189000,186700,178900,184950,179900,209900,199900,215000,229000,225000,215000,208750,208000,225000,225000,210000,206000,219900,225000,234950,239900,249950,250000,259900,265000,259900,258500,250000,249900,249900,265000,273500,279900,289000,289900,284900,281250,279700,279900,279900,275000,279000,285000,279250,279000,274900,264950,259900,263000,259000,248000,245745,250000,259900,259900,245000,239000,249900,239900,239950,238000,235000,235000,237950,242500,250000,257400,265000,268000,265000,272825,260000
289,"Inverness, FL",289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136000,139650,138950,139900,139995,145000,145000,145000,145000,144900,141000,145000,143900,145000,149000,149900,154000,149900,150950,158700,159900,159900,162000,159900,165000,159947.5,161900,159900,159900,159900,160000,168000,169900,169900,169900,169900,170000,175000,175000,174900,173500,173450,175000,174900,179000,179000,179000
290,"Auburn, AL",290,171900,169900,169900,169900,169900,169900,169900,177900,169900,162500,159900,156900,154900,156900,156900,156900,159900,159700,159900,159900,159900,159900,156650,156650,156650,159900,156900,159000,160950,164950,159900,159900,164900,164900,169230,169900,169900,170000,175000,174900,179000,176800,178900,179000,179900,179900,179900,179900,179900,181500,187900,184900,184900,184900,188900,184900,189900,189900,189900,184950,181150,187949.5,189500,198200,199900,204825,205000,205007,209900,209900,212471,214999,214900,217000,219900,232900,224900,225000,224900,218900,217900,214900,224900,220000,219950,229900,244595,245000,254900,250000,261122,259699,259000
291,"Valdosta, GA",291,157750,155000,149900,149900,149900,149900,149900,149900,145000,143900,139900,137500,134900,129900,134900,138900,137900,137450,136900,134900,139000,132900,124700,119900,124900,119900,120600,119900,117900,119900,112900,114900,124900,127900,129900,130000,130000,129900,129900,132550,135000,135000,139700,136500,139900,139900,135000,139000,138900,137900,137900,139900,139500,139000,139000,138900,136900,135000,138400,134900,131900,132900,135000,135000,139900,139900,139900,139900,139900,139900,139900,139000,139000,139900,144900,145450,145000,144900,143450,144700,143250,144000,139900,139900,140000,145000,144900,150950,154900,157500,159000,153900,153250
292,"Coeur d'Alene, ID",292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,222754.5,225000,227916,229900,232580,229900,239900,239000,240642,239000,235000,237981.5,228700,229900,239900,249000,254900,259825,259300,259900,261900,259900,255000,247500,248000,250000,258700,259900,264975,263750,269000,274650,279000,289000,289000,285000,277234.5,279210,275000,282500,291853,295000,295000,295000,299900,299000,299900,299000,307000,299000,305220,319000,325039,329110,335000,335000,339900
293,"Springfield, OH",293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84950,84400,85000,85000,89900,89900,93700,95000,93900,91000,92900,87750,83950,79900,81000,83700,89900,93500,95000,93900,93900,93450,90000,89900,89900,89500,90750,93950,95000,97450,99500,96500,95500,94900,94000,94000,93950,89975,90000,96200,98250,99900,95900,99900,96625,98000,96900,95900,89900,88700,89900,91700,89900,93500,99000,104900,99900,99900
294,"Saint George, UT",294,199900,199900,199700,190000,189900,179900,179900,180000,189900,189900,189900,176500,174900,170000,175000,175000,174900,171000,169900,165250,165000,165000,160000,164900,179000,194500,190000,189900,190000,199000,200500,209900,213150,219000,229900,228500,229900,234900,239900,247950,243450,242900,239979.5,239900,249500,249900,249947.5,254500,255000,259900,259900,264950,269500,259900,262500,259900,259900,260900,263900,259900,259900,263900,269000,269900,267500,270500,277000,271000,275000,279000,289000,289900,295000,295500,299900,299900,299900,298400,289800,294900,299900,299900,299999,314900,314900,320000,310118,319000,319900,319950,329000,324900,324900
295,"Vero Beach, FL",295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000,219000,215000,219947.5,215000,215000,210000,209900,203670,205990,208000,209900,208990,213900,219900,219000,227990,227990,229000,229000,231990,234900,237900,243950,250000,258450,264900,272900,269900,270000,278650,269900,269900,265000,275000,279000,285450,289000,289000,289900,279900,285000,275999,279000,279000,275000,269900
296,"Odessa, TX",296,134950,134900,134900,135900,134000,133900,131250,134900,133400,130900,135500,135000,135000,139000,134900,135000,136000,140000,139500,139999,141000,136000,138900,138000,129975,135000,137500,137500,139700,139900,144750,154900,158750,149500,150000,149000,154000,159200,155000,143250,149000,158250,169900,172000,180000,179900,179500,175900,182250,189900,185000,184000,194950,189900,189900,199900,189900,197250,201477,199500,195000,193500,199700,199000,195000,193000,190460,189900,196900,195500,192450,184950,180000,175500,179500,179900,189000,187000,186425,182300,183300,180000,184300,179276,179900,179900,184900,189900,189900,186000,185000,189900,189900
297,"Napa, CA",297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695000,699000,649750,695000,725000,731950,699000,699000,699000,699000,699450,688000,659900,649000,625000,649250,672500,699000,699000,699000,725000,725000,759000,749000,739588,729500,730000,689000,685000,727950,749000,752500,749000,742000,759000,777000,795000,836900,795000,795000,787000,785000,795000,775000,789000,795000,799950
298,"Tupelo, MS",298,147500,137500,144900,147900,149900,149900,149900,149900,149000,145000,150000,149500,149900,145000,149500,148900,149000,149000,149900,149900,149500,149900,145000,142500,147900,139900,139900,144900,140950,144999,129000,129950,130000,144250,134500,134500,139900,142700,144949.5,145900,149900,149900,150500,149900,149900,149900,149500,149000,149000,149500,157250,157750,152900,154900,152900,155000,149900,149950,155000,155000,158950,159000,164900,167000,164900,159250,159500,159900,160000,159900,163000,159900,159500,159700,157950,160000,164900,163900,164900,165000,160000,163200,160900,163200,159900,159900,162500,170000,169000,170950,169900,169000,169900
