index,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
55,Wake,NC,Raleigh,37,183,56,233413,229900,228720,226995,229900,225447.5,224900,225000,229000,221200,220000,219900,215000,210200,209900,214900,219000,219900,220000,219900,214900,213817,199900,198750,219900,219926,224000,219900,219900,217500,214900,214900,214900,218000,230000,231990,234700,239700,246312.5,249900,253995,260000,259900,259900,259900,264900,256990,259900,260000,265000,269700,269000,270990,269900,269900,272038,274900,275000,271900,268000,268250,272500,279900,289000,299900,299999,299900,300000,299900,299990,300000,299900,302990,305490,309999.5,314900,315000,315000,315000,319900,319900,319900,320000,324700,320000,329800,334900,340000,345000,339900,339900,340000,343990
56,Hartford,CT,Hartford,9,3,57,197950,229777,229900,229900,229900,229900,229900,229900,229900,229900,225000,224891.5,219900,224900,227500,229900,234900,234949.5,229900,225000,219900,214900,210000,209900,209900,219000,219900,224900,229900,226900,225000,224900,224900,221900,220000,219900,219900,219900,224900,229900,234900,234900,229900,229000,225000,224900,219900,219900,215000,219900,219900,229900,234900,234900,234900,229900,229900,229000,224650,219900,219900,224900,229900,234900,239900,239999,242000,239900,239900,239500,234000,229900,229000,229900,234900,239900,249000,245000,240000,239900,239000,234900,234900,229000,224900,229900,234900,239900,249900,249000,244900,239900,239900
57,Duval,FL,Jacksonville,12,31,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,147990,145000,149900,154900,157900,160000,164900,167000,169000,167400,164900,164900,154000,155950,164000,164979,169500,169900,171950,170000,174900,177945,169900,172900,169900,169900,169900,174500,182990,185000,189900,185000,180000,179900,179900,179000,175000,179000,183200,189000,197000,200000,199914.5,204990,199937,205400
58,Prince Georges,MD,Washington,24,33,59,199900,199000,189955,192500,184900,179900,175000,169900,189900,186820,185000,179900,174900,169900,174996,174900,173600,175000,175000,175000,173900,169900,165000,163950,165000,169900,165000,159900,160000,165000,169900,170000,169900,169900,189900,189900,193490,199000,200000,214000,209000,215000,224000,228000,229900,230000,225000,228000,230000,235000,235000,239900,247475,246000,249900,249900,240000,240000,239000,229950,229998,231200,239900,239900,247500,249000,245000,249900,255000,250000,251250,250000,250000,249900,259000,265000,269900,274900,275000,271700,279900,280000,282000,279900,275000,279900,285000,289900,294900,295000,299900,299000,299900
59,New Haven,CT,New Haven,9,9,60,,,229000,229000,229000,229000,224900,227950,229900,229900,229000,219900,219900,219900,224900,229900,234900,234900,229900,229748.5,225000,219900,215000,209900,209000,214900,218000,224900,224900,220000,219700,218950,219000,214900,215000,209900,205000,216000,224900,229900,235900,239900,235000,229900,229900,229000,222700,219900,214900,219900,228700,238250,239900,239900,239900,234900,229900,234900,225000,220000,220250,220000,225000,229900,239000,239900,239900,235000,235000,232000,229900,229000,227000,229000,234420,239900,240000,240000,242500,239000,239000,239000,239000,229900,229900,230900,237500,249000,249900,249900,249900,249900,249900
60,Macomb,MI,Detroit,26,99,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,124500,123900,124900,129900,138700,140000,144900,142900,142250,139900,135000,129900,124900,131000,136839.5,138000,139900,144900,144900,144900,144999.5,145000,143900,142900,139900,139900,139900,144900,149000,154000,155000,155950,154900,154250,149999,149000,147890,143900,149900,159900,165000,169900,169999,169900,174900,172900
61,Kern,CA,Bakersfield,6,29,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198750,189999,189900,194750,200000,210900,215000,219900,220000,219900,215000,208450,200000,191450,199900,215000,220000,225000,232000,230000,230000,230000,230000,230000,229900,227900,225000,224687.5,229000,232990,234000,239900,236500,234000,230000,229000,225000,229000,220000,223900,230000,236999,240000,244925,249000,245000,240500
62,Ventura,CA,Ventura,6,111,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530000,535000,530000,558500,535000,549888,569000,569974.5,574900,560000,560000,555000,549900,528950,550000,549900,559900,587500,599999,599990,610000,605000,605000,599950,599000,599000,590000,599000,599900,615000,625000,629000,615000,615775,612000,614900,619900,604500,609000,619990,628250.5,639990,649000,629700,639000,646215,649900
63,Middlesex,NJ,New York,34,23,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275000,275000,279900,289000,299000,299900,299000,299000,299000,299000,299000,290000,289000,285000,289000,295450,299999,309900,309000,305000,300000,299250,299000,295000,289900,297000,289700,299000,299900,305000,309900,310000,309900,300000,299000,294900,289000,288000,289900,299000,300000,310000,309900,309000,309000,300000,299900,299000,290000,292900,299000,309900,319000,324900,325000,329900,322500,319950
64,Gwinnett,GA,Atlanta,13,135,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184900,175000,175000,179000,189000,193875,195000,200000,205000,204900,204765,201800,201990,199900,200000,205000,207900,207990,209900,214900,215000,220000,224900,228990,229000,230000,230000,225000,225000,229900,233595,234900,235000,235000,234500,234900,235000,239000,239900,239900,249000,249900,249900,249990,250000,250000,254420
65,San Francisco,CA,San Francisco,6,75,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866500,889000,859000,889000,895000,899000,922000,925000,899000,879000,929000,949000,948000,925000,950000,998000,998000,1049000,1049000,1012500,998000,998000,1050000,1056000,1050000,1049000,995000,1095000,1100000,1149000,1150000,1149000,1100000,1099888,1149000,1169000,1150000,1150000,1150400,1195000,1195000,1196000,1195000,1188500,1159000,1168000,1195000
66,Baltimore,MD,Baltimore,24,5,67,235000,235000,230000,231450,229910.5,229875,224900,219900,225000,222995,219900,214900,209900,200000,209900,210000,215000,215000,215950,214900,210000,209900,200000,199900,199900,199900,200000,204000,209900,214900,214900,214900,209900,209000,219900,215000,214000,214900,220000,225445,229900,229999,229900,229000,229000,230000,225000,225000,221950,225000,234000,239525,245000,244900,239900,239500,239500,234900,229900,225000,219900,219900,224900,229750,229900,234000,234900,233700,234900,229900,229000,225000,229000,224997.5,229900,239900,245000,242900,244900,239900,239900,235000,239730.5,229900,229900,230000,244900,254250,260000,259900,254900,254900,254900
67,Hamilton,OH,Cincinnati,39,61,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116500,115000,110000,119000,119900,124900,124900,124900,122000,120000,120000,119000,118900,115500,119900,120000,129900,134900,137500,135000,134499,129900,129900,125000,119900,124900,129000,129900,129900,135000,135000,135000,137700,136900,134900,132500,129900,129900,129900,134900,139900,145000,149000,149900,145950,149000,147500,144900,139900,142000,149500,157000,165000,169500,175000,169900,169900,169500
68,El Paso,TX,El Paso,48,141,69,139950,140000,139900,140000,142950,144900,144900,143000,142950,141900,141000,141000,140000,139500,142000,145000,149900,151450,149950,150000,149950,146000,143000,142000,144562.5,143000,146925,150000,149900,149900,149900,146835,145000,145000,147450,147000,145950,146950,148450,148600,149900,149950,150000,150000,153745,151950,150000,152890,155000,155000,155000,159000,159450,156400,155000,155000,153500,150000,149999,150925,153900,151950,152768,154900,156450,155000,156450,155450,156950,156450,157000,156950,156950,156950,157000,158000,159500,157950,157950,157950,158900,159090,159250,158745,158047.5,158900,159900,159900,160000,161950,161555,161500,161950
69,Montgomery,PA,Philadelphia,42,91,70,269900,269900,272850,272500,274900,269000,264800,264000,269900,264900,259900,257400,249900,254900,255000,250000,264500,259900,259900,259900,249999,249900,242500,233500,239900,239900,239900,248900,249900,242500,244900,234900,229000,232900,259900,254900,254900,259900,265000,267750,275000,277250,269000,265000,264900,264900,262950,259900,249999.5,258900,264900,275000,279900,279900,275000,274900,279900,275000,269900,269900,259900,269900,275000,279900,285000,288059.5,285000,284500,283991,281620.5,285000,279900,279900,284990,289900,298542,300000,300000,299990,299900,299900,299700,294900,287945,280000,289900,299900,311900,324900,319999,319995,314900,315000
70,Worcester,MA,Worcester,25,27,71,222000,235000,232900,234900,229900,229900,229500,229000,229900,229900,229000,219900,219900,219900,219900,224000,225000,228900,225000,221950,219900,209900,195000,189900,194900,185900,190000,199900,199900,199900,199900,197700,197900,199900,234900,229900,229900,234700,239900,249900,250000,259000,249900,249900,246000,240000,239900,237500,233500,240000,244900,250000,255000,254900,250000,249900,249900,249900,249900,249900,249900,249000,249900,256900,260000,259900,259000,255000,255000,256400,250000,249900,249900,249900,264900,269900,275000,279837,274900,269900,274900,274900,270000,269900,269900,269900,282900,294900,295000,299900,294900,289900,289900
71,Pierce,WA,Seattle,53,53,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241000,248475,239950,242000,247500,249992.5,249995,259950,259950,259962.5,259990,256950,239000,222000,239900,249990,255638.5,259900,259950,260000,262950,265000,264900,260000,259950,259500,259850,264000,269500,279000,284120,287000,288900,285000,280000,279950,279950,275000,274888,279695,294925,299900,308554,310000,315000,316750,315000
72,Essex,NJ,New York,34,13,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274900,255000,250000,259450,279900,300000,325000,324000,319999,299900,299999,299900,288250,275000,265000,279000,299000,325000,339000,349900,347750,325000,320000,299000,289900,269000,259000,265000,279900,300000,325000,324950,319000,290000,299000,279900,260000,249000,249000,255000,279900,294982,300000,300940.5,299000,285000,290000
73,Collin,TX,Dallas-Fort Worth,48,85,74,215000,214900,209900,214900,210990,209999,209534.5,212000,228272.5,222990,219999,219000,215244,214900,215000,219000,224900,220763,222990,220000,216000,214997.5,214900,209990,214836.5,215000,214000,215500,220000,228990,224900,224900,224900,224900,248990,259897.5,259900,260000,269900,269000,269900,269900,269900,270000,275000,277765,274900,288000,289950,292732.5,294907,299990,299900,293990,294945,299900,305000,314995,314900,334658.5,345990,347990,349945,350000,345000,339900,334900,332900,332900,343990,348490,354000,359000,355000,366468.5,365000,365000,366547.5,368151.5,369900,369900,380000,379990,384888.5,389900,389900,385990,389000,389287,387990,380000,379990,379662.5
74,Hidalgo,TX,McAllen,48,215,75,120000,125000,124999.5,127000,119900,120000,124900,126000,145000,143000,140000,132900,135000,135000,139900,139900,140000,139900,136900,138000,134447.5,129900,129000,119900,125000,119500,119500,120400,117500,115000,117000,119900,117000,125000,146800,139900,145000,148700,149500,150000,150000,154825,154900,150000,152000,150000,149900,150000,149900,149950,155000,159000,159500,159900,159500,156000,158450,158950,157750,154900,155000,159900,159500,164900,169000,169900,170900,175000,175000,169996,172500,170000,169900,172000,175000,175000,178000,179000,179800,174500,173000,170000,170000,174990,175000,174900,175000,175000,176000,178000,179900,180000,181680
75,Monroe,NY,Rochester,36,55,76,,,,,,,,,,,,,,,115000,117900,124900,124900,122900,104900,104900,99900,99900,93500,99900,104900,119900,122500,125000,124900,124900,119900,119900,114900,134900,129900,129900,139900,139900,145000,139900,139900,139900,139900,137900,139900,137900,137900,134900,134900,139900,142999,144900,142700,139999.5,135900,134900,134900,134900,124900,124900,129900,129900,129900,139000,134900,135000,134900,129900,127900,124900,124900,125000,125000,129900,139900,146950,149900,139900,139900,139900,135000,134900,133500,129900,129900,136447.5,139900,144900,149900,149900,147900,141900
76,Essex,MA,Boston,25,9,77,279900,299000,289900,290000,289950,295900,295947,299000,309000,299900,299000,289000,289900,289900,299000,299900,309000,319000,315000,315000,309900,299900,279900,269900,269900,269900,279900,289900,299000,299900,299000,299000,299900,299900,339900,334900,329900,335000,339500,356950,374900,389000,389000,376750,379000,379000,379000,379900,369900,380000,369900,379900,389000,389000,388900,379900,381250,385000,379000,379900,369900,372999,374499,375000,385000,384937,385000,384900,379900,379900,379900,375000,369000,379900,399000,399990,410000,409000,409900,399900,399900,405000,419000,399900,399900,410000,429000,435000,449900,449900,449900,444900,439000
77,Jefferson,KY,Louisville/Jefferson County,21,111,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,125000,124499,125000,128400,133999.5,137000,137500,137500,138500,138200,137000,135000,135000,137500,137500,139900,148500,154900,153500,154900,153500,155000,159200,157888,157500,152000,152750,155000,164900,167500,167900,168900,165000,165000,164900,159950,159000,154995,160000,169900,179900,187000,184900,185000,184975,183000
78,Multnomah,OR,Portland,41,51,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284500,284900,280000,279925,275000,270000,269995,279999.5,289900,297000,289900,299950,300000,299900,299000,295000,291000,293700,299900,309000,315000,319000,327900,329000,325000,320500,325000,329974.5,335000,329250,319900,325000,339975,349900,359900,369995,375000,374900,374900,375000,375000,375000,380000,389900,399000,410000,420000,419950,419900,413950,409000
79,Suffolk,MA,Boston,25,25,80,289900,324450,325000,325000,319000,316450,312500,299000,313500,319000,319000,299900,309900,325000,334900,339000,349900,349000,339900,329000,329000,329000,310000,299900,324950,329000,339000,344000,339900,339000,334900,319000,319900,324900,377000,369900,389000,399900,415000,425000,425000,425000,425000,415000,419900,415000,424450,425000,428500,459000,429000,439000,439900,439000,439000,435000,449000,449000,459000,449900,459000,475000,474900,489000,485000,489000,489000,479900,495000,499000,499000,495000,519900,549000,549900,580702.5,575000,569000,564450,574000,575000,579000,580000,579000,579999,619500,625000,629000,645000,645000,645000,649000,667000
80,Oklahoma,OK,Oklahoma City,40,109,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,150000,153500,150000,153000,152350,155000,159000,157090,159900,159900,162900,165000,163500,168800,165000,174250,172000,169900,171133,170500,165000,160000,164900,160225.5,176180,179000,181970,195000,200000,204990,204000,199990,200000,199900,200307,206175,205999,208200,205000,206700,210000,209900,207414,205000,207000,203537.5,207456,211500,212000,209900,205000,209900,213000,210492.5,214500,208000,215000
81,San Mateo,CA,San Francisco,6,81,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838500,845000,820000,848000,866500,895000,899000,898000,849950,869500,888444,895000,875000,799444,898944,969000,982500,1048000,1050000,1031940,999000,999900,999000,999974.5,1049000,1050000,1070000,1098000,1098000,1155000,1195000,1195000,1126900,1099000,1099000,1100000,1098969,1098000,1075000,1198000,1195000,1242206,1249500,1238444,1209880.5,1198000,1284453.5
82,Snohomish,WA,Seattle,53,61,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318995,319950,309900,310388.5,319500,325000,329950,339997,342975,344950,340000,339000,325000,309000,319950,334950,339950,345000,350000,359000,359000,359950,359950,354950,350000,349950,349950,349950,359900,372835,377995,379970,379990,379950,379950,379500,387039,385000,385900,395250,406475,419888,420649,425000,425000,425000,425000
83,Lake,IL,Chicago,17,97,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,235000,234900,249900,259900,259950,270000,279000,269900,274900,264900,265000,259995,254900,259000,274000,279999.5,280000,289000,289900,289000,289000,284000,285000,279900,274000,275000,289000,299997.5,309900,315000,315500,315000,307250,309900,309900,302000,299900,300997,319900,325000,337250,339900,339500,333000,324250,319000
84,Dekalb,GA,Atlanta,13,89,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,168900,170000,179900,175000,174900,165000,164900,145000,140000,149900,155000,166500,170000,179900,179500,173740,169900,168000,160000,159000,155000,150000,159900,169900,179900,195000,195000,198995,189900,189027,190000,195000,179990,179990,187900,212490,225000,229900,230000,232800,234900,235000
85,Cobb,GA,Atlanta,13,67,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000,215000,214900,220000,229957,235000,238000,240000,239900,235000,235000,234999,230000,224995,226640,229900,239000,243800,250000,250000,249900,250000,252789,250000,256900,259900,266200,269000,271500,279900,279900,279900,280000,279000,275000,275000,275000,274900,275000,279900,290000,300000,300000,299900,299000,299900,299994.5
86,San Joaquin,CA,Stockton,6,77,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245000,259000,273000,285000,299000,299000,299888,295000,299700,298950,279900,269000,275000,289950,295000,299000,315000,324900,326000,325000,325000,325000,328450,329000,324900,320990,324000,339900,347250,349950,349950,349000,349900,349000,345000,340000,339000,349000,349950,350000,350000,350000,359000,359000,359000
87,Will,IL,Chicago,17,197,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,180000,179990,189500,194000,196995,204900,209900,204900,200000,199900,199900,199900,194900,194944.5,199900,209000,209900,214900,215990,217500,215575,216950,214900,210000,209900,209900,214900,224400,229900,230000,232900,229900,229800,229000,224900,222500,219900,219900,226900,234900,239900,239900,244900,240000,239900,239900
