index,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
370,Kent,RI,Providence,44,3,371,219900,225000,224900,224900,219950,220000,224900,219950,224000,219000,209950,205000,200000,199900,199900,200000,203512.5,199900,199900,199900,199000,189900,189900,185000,184900,179000,179000,189000,189900,191500,194000,200000,199999,199900,200000,200000,200000,200000,199900,215000,217000,219900,212400,214900,216900,215000,209900,200000,199000,200000,209900,214900,219900,224900,224500,219900,219900,219900,209900,209000,200000,209900,210000,219900,229900,229900,229900,229900,229000,229700,229900,224900,220000,224900,231000,239605.5,239000,239900,239000,235000,235000,232900,234900,229900,224977,229900,229900,239900,240000,249900,249900,245500,244900
371,Middlesex,CT,Hartford,9,7,372,287250,315900,319500,319000,319500,315000,318900,319900,319900,319500,315000,314900,299900,299900,309900,299900,299900,299900,299900,296750,297950,295000,296450,299000,289950,287000,285000,289000,289900,289900,284850,284900,279900,278900,279700,277400,279900,279900,289900,298000,299000,292000,294900,289900,289900,287450,284950,280000,279900,285000,285000,295249.5,299000,299900,299900,299000,299000,299000,299850,292000,299800,289900,299000,299900,299900,299900,299900,295800,299000,294950,299900,297750,289900,299900,299900,299900,299900,299900,299000,299000,299900,299900,299900,289950,299900,299900,299900,299900,309500,314000,299900,299900,309900
372,Scott,IA,Davenport,19,163,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131300,129900,133400,134900,141450,147900,144700,143500,139900,134900,134900,134900,140000,141450,140000,144900,144300,149900,158900,150000,149900,148300,142900,144700,140000,144900,149900,154900,162450,167000,174000,162900,164900,154900,149900,149000,145000,150000,149900,154900,164900,164900,173900,189900,184900,175000,165900,169900,184900,188950,184900,184900,192000,199900,219900,199900,197000,198500
373,Porter,IN,Chicago,18,127,374,185000,186000,185000,189250,189900,195900,189900,189898.5,189900,183500,179900,179900,179900,174900,179692.5,179900,184900,184999.5,189900,188000,185500,179900,174900,176000,171000,164897,169900,169000,165450,174900,164900,177000,169900,164900,184999,179900,179900,179998,182950,185450,184900,184900,186900,189900,189900,189866.5,184040,184020,179999,179999,183450,192500,198200,199000,209000,199900,199900,192900,187000,189900,189900,184900,187500,189900,200000,205450,199900,209900,200000,208500,204900,199950,200000,204900,199900,199900,208400,219900,219900,224450,227000,229274,225000,228850,224949.5,233000,232900,229900,230000,234900,234876,233363,234950
374,Saint Clair,MI,Detroit,26,147,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117900,114900,114949.5,119900,124900,129900,139900,148900,148000,144900,139900,134900,122500,120000,120000,125900,133900,139900,144400,144900,149000,145000,144900,140500,139500,134900,138900,138900,139900,149900,152900,151500,152900,149900,144900,142900,139900,134900,132250,134900,142000,149900,154900,159900,159900,164900,159999
375,Davidson,NC,Winston-Salem,37,57,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134700,138900,139500,138950,139900,139900,139900,142000,143500,142500,144900,136575,139900,139900,142000,144900,154900,159900,159900,159900,157500,159900,154995,152500,149900,150000,155000,149900,154950,164900,165000,168000,168000,159900,158500,165990,163945,165990,158000,159250,162000,164994.5,165450,160745,162250,163995,160500,159900,160000,164900,166745,169900,177900,175990,179500,179000,173900,169900
376,Boone,MO,Columbia,29,19,377,159900,159900,161950,159900,164900,164450,167540,169900,169900,169900,167173.5,162750,159000,157200,159000,159900,159638.5,158450,159000,159738.5,159838.5,159900,157651,155000,155000,159500,159000,159900,159621,159500,155455,157900,154900,153900,155000,149900,150000,158450,159900,165000,171900,174000,169900,174000,174900,174900,178500,174900,175000,175000,185000,185000,189000,185000,189900,189900,189000,190000,189900,189900,195000,189250,189500,192500,189900,189500,187250,183950,188950,185000,179900,179900,179000,187900,194900,197900,209900,217000,216200,214900,214000,209900,206450,208500,210000,212000,215000,227365,230000,229900,227000,219000,220000
377,Kent,DE,Dover,10,1,378,204900,205000,204900,205000,199000,189700,189900,189900,198500,195000,194900,190000,192000,195000,193900,189900,192000,192500,192500,189990,189900,189900,188625,189000,189000,189900,189900,190000,195900,193450,193990,192000,194900,190000,199945,199990,199900,204900,209000,209900,214000,212485,214500,214945,219000,219000,219900,222995,215950,219925,221990,220000,222945,223990,223945,224900,224900,223900,224900,224250,225000,226050,226990,228000,226400,226500,229670,229000,229900,231400,226100,229000,229900,233060,231900,235000,235747.5,235000,235000,231900,231900,229900,229900,228945,225900,232200,235000,238900,235500,238247.5,238500,236995,235000
378,Beaufort,SC,Hilton Head Island,45,13,379,379900,374000,362500,350000,349000,349000,338000,321000,359000,339995,334500,329000,324000,304975,329000,339900,345000,338450,333750,319500,283900,275000,264387.5,256500,249000,249900,250000,252000,253950,249000,244900,249000,249000,254000,299000,299900,299000,300000,319000,328900,329900,337000,335000,325000,320000,326900,329000,330000,325000,337495,334000,337000,337000,339900,342000,349000,349000,345000,349000,349900,349000,349500,349900,339000,350000,355000,349500,349000,349999,359000,359900,359999,362500,375885,385000,379000,375000,379000,378750,375900,379000,385450,379000,374000,375000,379990,379000,374900,374475,375000,374000,369900,379000
379,Greene,OH,Dayton,39,57,380,,,,,,,,,,,,,,,,128500,130000,134900,135000,135000,129000,127500,119900,114900,107900,114900,119900,129900,137500,139000,135000,137000,129900,134900,149913.5,151250,152950,150000,155000,160000,165000,168000,164900,159900,156500,154900,154000,150450,154400,159900,166000,169900,169900,169900,164350,164900,164990,159900,158900,155000,155000,162900,165500,168900,169900,169900,165700,169900,165500,162000,164990,158900,159900,159900,169900,169900,174900,172700,174900,172000,170000,169900,164900,167500,169602.5,166200,173200,179900,181500,189000,185000,191990,184445
380,Portage,OH,Akron,39,133,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147900,145000,149900,150250,159900,159900,165000,164900,164700,164950,164250,164900,158150,159900,159900,159000,159900,168000,169900,169990,169900,169900,170000,165900,160000,157500,167900,169900,171250,169900,170900,169000,167900,162900,164900,164950,167950,169000,166500,169900,174900,174900,175000,169950,165000,165000,164900,159999.5,163250,159900,159900,174800,175000,179900,178950,179700,180000,179900
381,DeSoto,MS,Memphis,28,33,382,168900,169900,165000,165000,165000,164900,159975,159900,159900,158000,154900,154000,149900,146900,149900,150000,154844,154900,154900,155000,151900,149900,147450,144900,144900,145900,145500,144900,140000,139900,140295,139900,140000,146900,159900,159000,159500,159700,159900,160700,167000,168300,168900,167500,169900,174900,172900,174900,179900,179900,179000,179900,179900,182900,179000,179900,182000,184975,174900,174250,179900,181030,189900,184900,183250,182000,183500,179949.5,183900,179900,179900,179900,183000,182950,184900,189900,191900,191450,199900,199900,199900,205000,204000,199900,195850,197900,205000,209900,209900,214900,220000,219900,225900
382,Sumner,TN,Nashville,47,165,383,179900,182500,179000,175000,179900,179900,179900,184700,189900,189900,186398.5,179900,174000,170000,174900,179000,188700,185900,184900,180000,179900,179650,172945,169900,169900,167852.5,169900,169900,169900,169900,169900,168500,159950,159900,184700,180000,187445,189900,187900,188995,194500,198900,204900,203945,209900,205900,199900,204400,209900,207900,219000,224900,225900,225000,229500,229000,229900,229950,232900,239000,234900,239900,249900,250713,249900,254900,254900,259500,260950,264900,268450,273900,285000,269990,261101,267900,273049,273049,276900,284900,275000,274900,274900,279900,279881.5,279900,289900,294900,307990,314900,314900,309900,312250
383,Rock,WI,Janesville,55,105,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,113000,109900,113450,116500,119900,119000,119900,119900,119900,119900,118900,119900,119000,119900,119900,124900,124900,129900,129900,133900,129900,129900,124900,124900,124500,124900,127500,129900,129900,129900,129900,129900,135900,134900,130000,129900,127450,126000,130750,134900,139900,139950,139900,139900,138900,135950,139900,134500,129900,139900,144900,145750,150000,149900,149900,153400,154900
384,Jackson,MI,Jackson,26,75,385,117000,119900,119000,119900,119900,119000,119900,119900,118900,105450,99000,89900,83000,84900,94900,95250,99900,101099.5,99900,95000,89900,85000,79900,74900,75000,69900,76500,79900,86000,89000,89900,87000,85000,89000,94900,92500,94700,95000,99900,104900,114900,115000,117900,112950,112500,109900,101200,99900,99900,99900,99900,109900,120000,121900,119900,119900,119900,119900,111000,108000,101000,112450,114900,116500,119900,122900,123800,124900,124400,120000,116250,114550,110450,114900,119000,122500,124900,129900,129900,129900,129900,129900,127700,119900,119900,124400,125000,130000,139900,139900,142900,139900,139000
385,Aiken,SC,Augusta,45,3,386,169950,172900,172900,174900,174000,171900,174200,179000,179900,175900,175000,179000,174900,169900,174900,178950,179900,178900,168450,167500,165000,164900,159900,162400,158900,154700,154900,152650,150000,149900,149900,149650,149900,151695,165950,166800,164000,160683.5,163250,166800,167802.5,166500,165000,165000,169900,169350,164900,169000,165450,168900,165900,165000,164900,164950,159900,158900,154900,156900,154900,157000,158500,159900,164900,169000,169000,169900,169900,169900,169900,175900,179000,183790,183200,175900,179900,179900,180902.5,183900,182000,179900,179900,179900,178000,175700,179000,175000,176400,179900,181351,189000,189000,189900,189900
386,Charlotte,FL,Punta Gorda,12,15,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,179900,179900,184900,184500,188900,185000,179000,184900,185000,188000,190000,195900,197995,199900,199900,199900,199900,205000,209900,212810,215000,219900,224900,229500,229900,232900,229900,234000,233775,230000,229000,229000,229000,229998.5,230000,239000,244900,249000,248000,244900,244900,242000,244900,247650,240900,244900
387,Kenton,KY,Cincinnati,21,117,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,122500,127200,128500,124900,127500,127500,127900,125900,127500,127500,127000,126500,127150,129900,131900,134800,139900,149350,149900,145250,154550,147954.5,147200,149100,145250,149950,146700,145000,150000,150000,157500,157500,164200,155000,158450,143000,142000,144900,138500,147035,152400,151900,155000,149900,149900,149000,144900,137000,135900,139900,144900,149900,155250,159000,159000,155900,155950
388,Iredell,NC,Charlotte,37,97,389,209900,209000,200000,205000,200000,208900,205000,205000,199900,184900,169000,166700,162747.5,165000,165000,170000,179900,189000,189900,183945,179900,174900,169900,165000,175000,179900,179900,179000,175000,175000,174900,177400,172900,179900,189900,194500,194500,209900,216200,219850,224900,223500,225000,220500,225000,225040,215000,218515,200000,204400,215000,215000,225000,230000,234000,239260,239900,235000,230000,229900,229350,233500,235000,244995,245000,249900,255000,258155,250000,259900,250000,238995,239999,254900,272950,278945,279000,279900,279000,274999,275000,275000,275000,279000,279900,284900,289900,300000,300000,299700,292000,284900,288765
389,Rensselaer,NY,Albany,36,83,390,209900,209900,209900,210000,209900,199900,199844,199500,199900,199900,199000,194900,195000,199900,199999.5,199900,195000,192000,192000,190000,189900,189900,189900,189900,189900,194900,192500,194900,190000,189900,190000,190000,189000,189500,189900,189900,189900,195500,192900,189900,189900,194000,189900,194900,194000,189000,186500,189000,189000,189900,189900,194900,199000,192000,194900,189900,189900,187500,185000,185000,184900,186200,189900,189000,189900,192500,194900,189500,188500,184900,179900,179900,177900,179000,179900,182400,189900,189900,190950,189000,189000,187500,189450,179900,179900,179900,179900,189900,189900,199900,199900,199900,199000
390,Pueblo,CO,Pueblo,8,101,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143900,142950,139950,144900,144900,139950,149900,145000,149900,154900,154900,153900,150450,150000,153100,145600,139900,139900,139900,149900,146000,140000,150500,154900,159900,169500,154900,154900,159900,159900,168400,154000,160000,165000,169900,174900,170000,169900,174950,179900,178500,174882.5,174900,169900,174700,175000,189900,196500,204900,194900,194950,193900
391,Sarpy,NE,Omaha,31,153,392,163000,164900,160250,158400,159000,159000,159900,158000,159900,159900,159900,154925,152900,150000,155000,163000,165415,165000,161000,162000,163000,155000,147663.5,142900,141575,145000,151950,157250,159000,158000,153950,149900,147500,145000,148000,145000,148500,154900,164900,164900,169900,170000,175000,180000,180950,185000,180000,180000,183000,185000,189900,200000,204900,209900,209000,209950,199900,200000,205000,215000,220000,239700,239950,242000,238750,232500,228500,229500,225000,224900,223900,225000,234900,240000,249925,239500,235000,239700,236000,225000,234250,227995,233499.5,235000,235000,245000,250000,250000,252000,249900,250000,259950,269000
392,Hampshire,MA,Springfield,25,15,393,249000,249900,249900,249900,250000,254900,249900,249000,245000,247500,249000,240000,245000,264900,256000,265000,265000,269900,264900,259000,255000,249900,247500,240395.5,239900,238900,239900,249000,249000,249000,245000,239900,239900,240000,257950,252000,248500,248500,250000,259000,259900,263250,263450,264950,259900,265000,260000,259000,250000,265000,265000,275000,275000,274000,269900,269000,265000,259900,259900,259700,249900,254900,265000,269000,269900,274950,275000,275000,269000,269900,269900,265000,269900,269900,274900,279000,279900,279900,279000,269900,265000,269949.5,269900,259950,269900,277000,284950,279950,289000,289000,296900,298000,294456.5
393,Deschutes,OR,Bend,41,17,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,299999,319000,320000,325000,317500,315000,310000,299900,299000,299900,299900,302700,319900,319500,329947,344900,343690,342000,339000,345000,339222.5,335000,339000,344950,359900,359900,365000,369950,374945,375000,378900,375000,379900,370000,384900,380000,369000,389900,399000,399999,399947,399850,399000,392475,399000,395000,379000,380000,395452.5,399900,413000,420000,415000,420000
394,Wyandotte,KS,Kansas City,20,209,395,89900,89900,89950,89750,84990,84950,84500,84500,82000,79900,79900,75000,69950,68500,70000,73542,75950,79900,74900,70000,69900,68750,59900,59900,59900,60000,67900,69900,69900,63500,64950,63150,64200,62750,69900,69995,70000,70000,77500,84900,85000,84900,84500,79991.5,83500,79925,79250,79900,79000,79900,80000,85000,92925,91900,92825,94900,89950,89950,89950,89388.5,89950,89950,87750,90000,92200,90000,94949.5,90000,92750,89950,87000,86500,88000,97500,104925,110000,111450,109000,100000,100000,98500,98500,95898,90000,94000,94500,100500,114500,110500,114975,117000,124000,129999.5
395,Hays,TX,Austin,48,209,396,199070,198000,189900,188678,189900,189900,189900,189900,195000,189900,195000,185000,179990,179900,184650,189800,190995,184990,184357,179990,180300,180876,179000,179900,179900,176990,179900,183995,180576.5,186990,179900,178508,179900,186990,197551,199726,198995,209250,209500,215500,212956.5,211680,219140,219950,225000,225000,225000,222506,226534,225000,232945,241000,245400,241450,241990,248140,247090,247324.5,244459.5,262199.5,268532.5,279207,280000,269195,276070,279990,285000,290849,294900,299900,319450,346990,329500,274999.5,285893.5,284800,289171.5,299500,294076.5,285000,284900,290000,287706.5,283362,287000,297571.5,300000,315000,302140.5,310000,310250,300000,294085
396,Cumberland,NJ,Vineland,34,11,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000,145000,144900,145000,149000,149900,145500,145000,145000,144000,139900,139900,139900,139900,139900,139900,144000,145000,145000,142900,144900,144900,139900,135900,135000,139000,139000,134900,134900,134950,132000,129900,129000,125000,126950,125000,124900,121900,120700,124900,125000,125000,120980,119975,119980,119900,120000,119900,124950,124900,127250,129900,129900,129900,129000,128004,126450
397,Sullivan,TN,Kingsport,47,163,398,159900,159900,159000,154675,149994,154900,155000,154900,154900,149994,149996.5,149996.5,149500,141900,149900,149900,150000,149900,143000,143000,149000,144900,139000,137500,129900,130000,135000,134900,134900,132000,125900,129900,129900,129900,139950,139900,139900,139950,139925,147500,149900,149900,146500,144900,142500,144700,139900,139900,139900,139900,149000,149900,149900,149900,150000,150000,150000,149900,149994,149900,148500,145900,147900,149900,159450,159900,159900,159900,159900,159900,155000,149900,149900,149900,151950,155900,159675,158900,159500,159900,159000,158000,159900,159900,153200,152500,159900,164950,164900,167500,166900,164900,164500
398,Berrien,MI,Niles,26,21,399,174900,174900,165000,185000,189000,185450,182650,179900,175000,169900,159900,159500,149900,149900,149900,149900,159000,164900,163988,159900,158000,150000,147200,133900,129900,132900,134900,131900,139767,139900,134949.5,139900,138975,139900,165000,159000,158250,159000,159900,160000,167900,169900,169000,167635,169900,169900,169900,164900,159900,160000,169900,170900,180000,178500,165000,164900,164900,159900,158800,157900,155000,165000,174900,174900,179900,178500,174700,174250,177500,169900,167700,159950,154900,154950,165000,169450,179000,179999,184950,179900,189900,189000,179900,179000,171900,174900,184900,199900,202900,211192.5,209900,199900,199900
399,Chittenden,VT,Burlington,50,7,400,279900,283000,276700,283000,289900,294465.5,295000,289000,279900,279900,274900,269900,269000,269000,269000,279900,278000,280950,297000,280800,279900,273000,272000,265000,271450,262900,269900,274900,279900,289000,294000,289250,275000,269900,269900,269900,278000,282000,279900,288250,297000,289900,294950,289900,286608.5,299000,299000,290000,295000,289900,294950,296000,302950,315450,315000,319900,319900,321900,324900,329775,309950,329900,324900,329900,337000,344900,334950,333220,338000,349900,345000,345917.5,335000,339450,339000,347350,345750,344571,344571,347400,350000,358250,359000,374900,378900,378900,374900,375000,369900,378950,390500,389900,393900
400,Bibb,GA,Macon,13,21,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111400,114900,113900,109900,107975,98999.5,102900,109999.5,115000,115000,116450,117900,113300,109900,111900,110000,103300,110000,114900,116900,116450,114900,113000,110000,109900,109900,109900,106900,104900,109900,109900,110000,115000,116700,116900,121900,119500,115000,110000,114900,115700,115000,114900,119700,119900,124250,124950,124900,129900,124250
401,Maui,HI,Kahului,15,9,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549000,575000,595000,599000,599000,619000,617000,610000,600000,613450,599900,599000,622250,629000,639000,649000,645000,645000,629700,642450,625000,624000,599000,599000,595000,595000,607500,629000,645000,575000,649000,635000,619450,599900,599000,599000,640000,649900,650000,647250,649900,652000,649000,649900,649900,649450,649900,650000,699900,699975,685000,676000,674000,698000,694950,695000,685000,679450
402,Schenectady,NY,Albany,36,93,403,168950,164900,165450,167500,166950,169775,165900,160900,164900,159900,159900,159900,159900,159900,163900,164900,159900,154900,152000,139900,135900,132350,126900,121500,134900,139900,149900,159925,164900,164900,160000,159900,159000,159000,162000,162500,164900,167250,167900,169900,169900,169900,169700,169900,167900,167250,163000,159900,159000,159900,158500,154900,157700,159900,159900,159500,158900,155000,154500,147000,148900,149900,150000,154900,159900,162000,164900,161500,154900,150000,150000,149900,149900,142500,149000,149900,152650,154900,155000,154700,149900,152900,149900,145900,145000,148747,149900,154900,162500,165000,166250,169500,164900
403,Catawba,NC,Hickory,37,35,404,195900,189900,192200,189900,175000,169900,174900,169900,169900,152000,149900,149000,145000,145000,149900,153900,158650,157450,157900,150000,149999.5,149900,144900,140000,149900,149900,153900,149900,144900,140000,139900,142000,139900,136750,152900,150500,149700,149900,150000,156500,157500,159900,159900,157900,149700,149900,146250,144950,139900,140000,144900,157900,159500,158950,159000,158900,159000,155500,149900,149000,148500,149000,155500,159900,170950,169500,174900,174900,174900,174900,179900,174900,169900,179900,179900,184900,189900,181400,184900,184950,179950,179900,176900,172500,178900,178000,184500,199900,200000,204900,221250,221450,224900
404,Centre,PA,State College,42,27,405,217450,239900,228450,229900,229900,224900,219900,214999.5,213000,209900,209900,212900,209900,213450,217400,225900,229900,224950,224900,220900,219000,217900,215000,208900,218800,219000,220000,225000,229900,225000,214300,214900,210000,210000,215450,216550,225000,239900,236000,234995,234500,234500,230000,229000,235000,221200,219000,219000,234900,229900,239900,239900,234700,229000,229900,229900,234900,229900,229900,234950,238450,243900,249250,250000,251900,251900,249900,249900,257224,251950,260000,258000,259900,250000,267000,279000,269900,259900,249900,250000,256000,241950,246500,240750,239900,266000,279900,279900,284900,279950,275000,260000,265000
405,Penobscot,ME,Bangor,23,19,406,154900,154900,157200,159000,155900,157400,154950,154900,154900,152000,152250,154697.5,152000,149900,149999,149900,149900,149500,149000,147900,144900,144222,144361,140000,142700,139900,144500,148950,139980,144900,140000,136000,135950,135000,135950,129975,129900,129900,129900,134900,135000,139000,138250,135000,135000,134950,129900,132000,129900,136900,134800,139000,139900,144000,139900,139900,139800,139000,135000,135000,135000,139000,139000,139000,139900,139900,139900,139000,135000,132900,129900,129900,129900,129900,130450,134800,135000,139900,139500,139000,136900,134900,134900,134900,135950,139500,145000,149900,149900,150000,148500,149700,149900
406,Ouachita,LA,Monroe,22,73,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,139900,139900,142000,144900,145500,148200,143000,138500,139250,139500,134900,138000,139250,143250,149900,149900,155000,155000,155000,153000,155000,150000,159900,167200,155000,159500,165000,159999.5,165000,168000,164900,165000,169000,172900,172800,178500,185000,192500,190000,190000,195000,195200,195000,204000,199900,199900,198200,190722,197950,205000,214900,215000,219511.5,215000,219950
407,Kings,CA,Hanford,6,31,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204900,215000,210000,199900,191700,196975,179900,189250,175000,189900,194900,182500,179900,170000,175000,199925,195000,200000,218490,217245,209900,209000,215170,208815,210000,208141,209500,215000,215000,219900,221900,219900,222440,224900,227200,229200,225000,225900,239652.5,235000,239900,239900,235000,243960,242490,239000,239900
408,Tolland,CT,Hartford,9,13,409,239900,258000,260000,264000,260999.5,259900,259900,259000,254900,254900,254900,249000,249500,249900,254900,254000,250000,250000,249900,249900,249900,240000,239900,239900,239900,234900,235000,234900,234900,235000,234900,234900,229900,225000,229900,229900,225000,234900,235000,239900,239900,239900,239000,234900,237900,234900,229900,239450,234450,234900,237500,239900,239900,239900,239900,239900,235000,239000,239900,239500,239900,229900,225015,229900,234950,239900,244900,239900,239500,239900,239900,234900,234900,234900,234900,239894,240000,239900,239900,239900,234900,229900,229900,219900,224900,229900,239000,250000,259900,264900,262000,259900,259900
409,Monroe,MI,Monroe,26,115,410,,,,,,,,,,119000,110000,99900,99800,99900,99900,99900,100000,109900,104900,102900,108000,99900,94500,89900,89900,89000,89900,89900,97000,99900,99900,99900,94900,99500,105600,101000,99900,104900,107000,112900,114900,114900,119900,116900,119900,129900,114000,109900,110950,117900,119900,124900,125000,134900,134900,134900,134900,129900,129000,118400,119250,121250,125000,125000,131500,141400,139956,139900,139900,135000,134900,129900,129900,129000,129900,134900,142700,139900,142500,142250,139900,139999,139900,139900,137500,139900,144900,149900,149900,154900,154900,154900,157900
410,Santa Rosa,FL,Pensacola,12,113,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000,198000,194900,199000,199852.5,200000,203205,204900,205000,209000,209900,209000,209900,199949.5,205000,209900,209900,214600,212100,212000,209900,209900,210000,206375,209000,210000,207000,205990,210000,210000,210000,214600,214600,215000,216500,219900,219900,225000,229900,230500,235000,237919,239000,239000,239025,238474,245450
411,Alamance,NC,Burlington,37,1,412,146500,148000,145000,145900,145450,142800,139900,139900,139900,129900,125000,125000,119900,119450,120000,119990,120000,125000,129900,125000,121500,115000,109900,109900,120000,119900,118994.5,113900,115000,115990,114900,115900,115000,117000,130450,133950,134000,135990,134900,135450,137500,135000,139000,140000,142500,138900,139500,137022.5,139810,139900,139500,140000,145000,146700,146500,149900,148900,149400,147950,140000,139900,147900,149000,150000,150000,155600,155000,159949.5,160000,156240,159900,159999,160000,155000,156240,158845,161745,164995,166945,165495,165995,168495,171550,169994.5,169945,174900,179900,181000,171490,180915,178950,179000,184900
412,Johnson,TX,Dallas-Fort Worth,48,251,413,139900,138750,137110,136400,136900,134900,134900,134900,142500,142250,148950,139900,135500,135900,134900,135000,134950,134945,134900,134995,130000,129500,124900,129900,129900,131709,134500,134900,134900,138500,135900,134900,134142.5,134900,144250,145100,140000,145000,148000,148000,150000,158040,156925,159900,158470,156990,154000,150000,144950,149000,164000,169000,175000,168900,165000,165500,168000,165000,155450,150000,159925,169000,169900,169950,175000,179900,182500,179000,180000,184900,184500,184150,183500,185000,190011.5,190580,195000,196500,200000,202790,201400,202900,218900,217900,219900,219900,220900,229900,233450,239000,235000,235000,235000
413,Madera,CA,Madera,6,39,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,235000,229000,237500,239900,244000,249900,259900,264950,259000,250000,249000,248950,249000,250000,250000,249900,250000,249900,250000,249500,249900,249900,249900,249900,245000,249000,249900,249900,259900,259937.5,265000,269500,269900,269500,269500,269900,274500,270000,274000,275000,289900,295000,299000,306425,302500,297900
414,Stearns,MN,St. Cloud,27,145,415,169900,164900,164900,159900,159900,159900,159900,159900,159900,149900,149900,149000,149000,141000,149900,147950,149900,149900,149900,149900,149000,144900,134999.5,129900,134900,134900,139900,142900,144900,136900,134900,134450,130900,139900,137700,134900,134900,139450,144900,149949.5,157500,159900,156900,159900,159900,154900,154900,150000,150000,159400,160000,167900,169900,168900,169000,165500,164999.5,159900,154900,159900,158900,161000,167500,167900,169900,169900,169900,169900,165000,169900,169900,167500,164900,169500,172900,174900,175000,175450,179900,183200,179900,179900,175000,179700,179900,189700,189900,195825,199900,199000,194200,189900,189900
415,Cass,ND,Fargo,38,17,416,166554,159900,163002,159900,164900,169900,164900,165000,164240,163871,159900,159900,159900,156900,155000,159900,163900,159900,157900,159000,158500,154900,149900,149900,149700,149900,149900,149900,152900,154900,157900,162500,158500,157000,158600,157111,159525,158000,159400,164900,168450,171900,173000,169900,167847,179900,179900,179900,189900,199900,199900,199900,219000,225000,225000,225000,229900,235000,240655,255000,244900,242500,232900,239000,259900,258950,249900,249900,249885,250000,249999.5,254900,261617,259850,263369.5,259900,270000,264950,264900,264900,255572,256310,258422.5,259999,259900,263152,268670,269900,269800,268000,265000,259900,251625
416,Franklin,PA,Chambersburg,42,55,417,181900,179900,179900,185000,179000,174900,174900,172900,169900,178900,169250,169992.5,159990,169900,165000,169900,164900,169900,169900,169900,169900,169000,164800,169900,165000,164900,159995,159900,159700,169900,159900,169900,159900,166400,178000,171450,174900,185000,179900,179900,179900,182900,182900,180000,184950,179900,175500,174900,178900,178900,179000,179900,179900,181000,179900,179000,179000,179900,183900,182673.5,179900,179000,179900,179900,179900,179900,179900,179900,179900,175700,179900,179900,179900,179900,184450,189900,189000,189900,189900,185000,184900,179900,179900,179900,179900,179900,184900,189900,196000,193000,194500,192500,189900
417,Ellis,TX,Dallas-Fort Worth,48,139,418,150900,155900,159900,157745,157225,155250,154925,155000,156945,159000,158995,158000,155000,157950,154900,154999.5,157950,158990,157925,158500,154167,149900,149500,149900,149900,149900,145000,149999,149900,150000,149990,149900,149900,149900,158570,159000,159900,164000,167400,171500,171995,170812,174400,174990,174900,176990,178253.5,179900,179950,186633.5,184945,183000,181995,182500,182500,185000,186000,187245,188970,195277,196445,198250,199900,202900,208000,209000,206000,210600,210400,222900,224990,229950,230000,229000,234550,229950,239900,246437,246320,248750,244900,249949.5,266345,265625,268445,269102.5,269990,275865,274949.5,280000,289000,289900,290000
